"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs","lambda","lambda_q5","lambda_q95"
"ul:bump",69,0.10464286,-0.09354655325,0.296449135,1.00017223783886,6136.52676216337,0.276185513288171,1919,0.79304121,0.732304774,0.856788587
"ul:bunny",70,-2.61694165,-2.773370095,-2.46061454,1.00012357736309,5278.35707060118,0.408025013027619,1919,1.0063357,0.926535954,1.091938265
"ul:bus",71,-1.9630352,-2.13330434,-1.79472913,1.00146504485168,6293.69530982763,0.372068785825951,1919,0.99419942,0.918041875,1.07800282
"ul:butter",72,-0.2792381,-0.445256924,-0.111746701,1.00081292779195,5709.86069035241,0.293381969775925,1919,1.06433815,0.9744147505,1.15987023
"ul:butterfly",73,-1.17006765,-1.33686678,-0.9976513315,1.00335709242594,5100.69856700261,0.331422615945805,1919,1.1593644,1.064535005,1.266130525
"ul:button",74,-2.1624813,-2.33362319,-1.991114515,1.00012043432678,4612.01512283063,0.385617509119333,1919,0.91083213,0.844392767,0.9813507165
"ul:bye",75,-6.85247885,-7.037522465,-6.680231065,1.00174745064537,4602.78316289005,0.746221990620115,1919,0.71169511,0.64890743,0.7748738315
"ul:cake",76,-1.4206766,-1.588925195,-1.25017864,1.00121516263039,6083.43840940651,0.341323606044815,1919,1.23565925,1.13084976,1.352543075
"ul:candy",77,-1.2400171,-1.40922815,-1.064180535,1.00006266523452,7251.64465599474,0.33559145388223,1919,1.07039335,0.9900522515,1.159083855
"ul:car",78,-3.82782465,-3.95905029,-3.683258465,1.00080181022604,5344.39008337893,0.492443981240229,1919,0.997118935,0.9155085215,1.0861922
"ul:careful",79,0.373527575,0.212355752,0.530544745,1.00108187870974,6113.77552898854,0.264721208963002,1919,1.18792235,1.07922797,1.314018335
"ul:carrot",80,-0.804101885,-0.971554871,-0.638296634,1.00105873575496,5681.31314018093,0.315789473684211,1919,1.1990485,1.09609211,1.308640705
"ul:cat",81,-4.27504475,-4.445575645,-4.09534143,1.00044284330361,6930.20417469229,0.541948931735279,1919,0.66430729,0.615335457,0.71626248
"ul:cereal",82,-1.62127405,-1.791022055,-1.444801825,1.00041017151917,5291.26310697475,0.353309015112037,1919,1.0560013,0.974677528,1.14386116
"ul:chair",83,-2.29375405,-2.440027275,-2.14307514,1.00112342047642,4579.59334365437,0.379364252214695,1919,1.38238345,1.25482629,1.522158425
"ul:cheek",84,-0.638428705,-0.806128463,-0.461749635,1.00447929046672,5516.98575432713,0.30901511203752,1919,1.09719435,1.009238325,1.196285035
"ul:cheerios",85,-1.00902295,-1.21819295,-0.799291559,1.00180597773234,4590.55986972815,0.336112558624283,1919,0.639229435,0.5967856295,0.6859315175
"ul:cheese",86,-3.7005936,-3.840794015,-3.555136095,1.00037437045223,5667.63472868769,0.483585200625326,1919,0.972342115,0.8954543345,1.056219515
"ul:chicken (animal)",87,-1.15851845,-1.328734185,-0.980874665,1.00214302731576,5832.82682408346,0.331422615945805,1919,1.1096303,1.019660645,1.205934635
"ul:chicken (food)",88,-1.28993575,-1.4599518,-1.12284934,1.00118813166731,3638.43018842499,0.336633663366337,1919,1.1593263,1.06625384,1.265350625
"ul:child",89,3.25450625,3.08113289,3.439958175,1.0004240020099,5068.94729715856,0.118290776446066,1919,1.04475755,0.9305354445,1.17966186
"ul:child's own name",90,-2.74134865,-2.912270425,-2.56659455,1.00103406367037,5344.53344007656,0.427305888483585,1919,0.76452442,0.708981285,0.8239465385
"ul:choo choo",91,-3.06187055,-3.22509547,-2.888883945,1.00076096860441,6191.89010455224,0.443460135487233,1919,0.851339795,0.7870888805,0.9177499115
"ul:church",92,1.59980455,1.377455195,1.82523527,1.00073662851783,5624.74983588941,0.207399687337155,1919,0.62866733,0.5762897545,0.6855317725
"ul:clean (action)",93,-0.594788795,-0.7554983175,-0.4392662675,1.00022897272398,5430.23589964405,0.30745179781136,1919,1.40084325,1.270230995,1.545569975
"ul:clean (description)",94,-0.62731612,-0.793970945,-0.4629169585,1.00047090999833,5081.29763650218,0.308494007295466,1919,1.29982635,1.179708085,1.42943985
"ul:clock",95,-1.42685765,-1.61628494,-1.233803005,1.0013934050847,7687.0689152603,0.351745700885878,1919,0.77495074,0.721953676,0.8310246625
"ul:close",96,-0.675932515,-0.8516438805,-0.5016313635,0.999463312160914,5630.20789047083,0.310578426263679,1919,1.09257575,1.004400295,1.18988478
"ul:coat",97,-0.451381885,-0.638815926,-0.256435048,1.00143962364695,4086.80972443805,0.302240750390829,1919,0.831751395,0.7701212405,0.8981299715
"ul:cockadoodledoo",98,-0.54456472,-0.759181043,-0.324870984,0.999659956598765,5621.42219687266,0.312141740489838,1919,0.63592213,0.5937989435,0.680488615
"ul:coffee",99,-0.0392512475,-0.221769313,0.138354031,1.00400590046062,4960.74927254142,0.282438770192809,1919,0.94742265,0.8734238175,1.02856459
"ul:cold",100,-2.1431355,-2.2969285,-1.987189375,1.00528547704436,5304.46375741809,0.374674309536217,1919,1.2393576,1.129228895,1.353225195
"ul:comb (object)",101,-0.119401155,-0.30170191,0.0626257317499999,1.00316709532733,5321.47916739993,0.286086503387181,1919,0.92036968,0.8512315575,0.9933690545
"ul:cookie",102,-3.928854,-4.05360085,-3.79814888,1.00077469949402,5815.94216032722,0.496612819176655,1919,1.1104012,1.015651785,1.214188035
"ul:cow",103,-2.77460525,-2.91904134,-2.626339485,1.00010986602612,4995.95442498772,0.410109431995831,1919,1.2231478,1.114845115,1.34167119
"ul:cracker",104,-3.5731066,-3.724972295,-3.420622645,1.00006029730076,4984.77720095246,0.476810838978635,1919,0.907594255,0.8360963325,0.9825422295
"ul:crib",105,0.350318855,0.1694642315,0.528368708,1.00092607510749,5078.40765945636,0.264200104220948,1919,0.952580405,0.8762863285,1.036882475
"ul:cry",106,-0.890986545,-1.04699784,-0.7304321255,1.00164715015608,5673.98451040892,0.318916102136529,1919,1.4744496,1.331451255,1.63396203
"ul:cup",107,-2.7712699,-2.924814925,-2.60904795,1.00039560260788,4867.60443524923,0.417404898384575,1919,1.0049802,0.9257384725,1.092754365
"ul:cute",108,1.07584525,0.8833373035,1.2684754,1.00235037224038,6947.12258830167,0.228764981761334,1919,0.82446873,0.756044561,0.8976906145
"ul:daddy",109,-9.36724115,-9.728187675,-9.057899495,1.00066459850249,4376.18848010839,0.876498176133403,1919,0.552566445,0.4977595175,0.612730303
"ul:dance",110,-0.87999208,-1.0569363,-0.7054141965,1.00117435390917,6112.81053903214,0.319958311620636,1919,1.0384781,0.95594288,1.12745781
"ul:dark",111,0.211713615,0.0461858898,0.368014962,1.00217949496078,5346.27283841998,0.271495570609693,1919,1.09530875,0.9991643515,1.2035584
"ul:day",112,1.91795245,1.745234685,2.098915515,1.00072846553073,6635.63697192342,0.186555497655029,1919,0.888282995,0.8055114065,0.9810100215
"ul:deer",113,0.429674125,0.228313805,0.6150121125,1.00010734717859,5662.01127903371,0.260552371026576,1919,0.77916225,0.721625908,0.8424001645
"ul:diaper",114,-3.27107855,-3.416427145,-3.120265785,1.00211691205443,4777.2307671331,0.451797811360083,1919,0.974330875,0.8965680885,1.06033153
"ul:dinner",115,-0.50123802,-0.6777100495,-0.3298583615,1.00042892882502,5991.34049354793,0.303282959874935,1919,1.11224885,1.02353404,1.210931765
"ul:dirty",116,-1.5718103,-1.745944775,-1.396157085,0.999908088122833,4748.39578270596,0.351745700885878,1919,1.0237302,0.940920548,1.109353125
"ul:dish",117,0.84524939,0.664929221,1.018730905,1.00199324736132,6678.48172811957,0.240229286086503,1919,0.953078265,0.87381587,1.042947225
"ul:dog",118,-6.275787,-6.451689575,-6.095174195,1.00085217365728,4661.43587735867,0.697759249609171,1919,0.63754356,0.5848167645,0.6926653235
"ul:doll",119,-1.81718225,-2.01184676,-1.61231908,1.00070050325383,6101.32643359076,0.376758728504429,1919,0.69135279,0.643017725,0.7409478695
"ul:don't",120,-0.26138642,-0.4803083665,-0.0386699788,1.00216820111649,6133.2497077755,0.29911412193851,1919,0.607871405,0.5656715215,0.651467011
"ul:donkey",121,1.3124755,1.11610886,1.50909134,0.999937989096447,6259.63704351398,0.218342886920271,1919,0.729165835,0.6703477315,0.793879967
"ul:door",122,-2.6809125,-2.84013935,-2.511431245,1.00048859394284,5538.5006169314,0.411151641479937,1919,1.01826065,0.9365698635,1.11004874
"ul:down",123,-3.0737263,-3.239436045,-2.90049748,0.999750993019481,5208.9267770307,0.443981240229286,1919,0.8566822,0.7909165925,0.9261685205
"ul:draw",124,0.243182455,0.08632180005,0.39734536,1.0016933943053,6537.19917379553,0.270974465867639,1919,1.22038505,1.10396532,1.346131185
"ul:drawer",125,1.0831042,0.920012164,1.24324542,1.0030987344143,6677.35226334097,0.229286086503387,1919,1.11277685,1.005470555,1.236303645
"ul:dress (object)",126,0.25987463,0.0781369079,0.4395389695,1.00041995876053,6386.59951503275,0.268368942157374,1919,0.90384373,0.832684857,0.9801076855
"ul:drink (action)",127,-2.0362256,-2.20660144,-1.86695712,1.00030559064313,4664.53289968319,0.376237623762376,1919,0.978928445,0.902752277,1.059700555
"ul:drink (beverage)",128,-2.3456787,-2.52945341,-2.159312285,1.00199580329329,4550.54959160624,0.402292860865034,1919,0.781091655,0.7262429535,0.841100911
"ul:drive",129,-0.0683108665,-0.2218156145,0.0846149654999999,1.00112314451334,5316.93613759469,0.286086503387181,1919,1.410013,1.26959644,1.56676746
"ul:dry (description)",130,0.284557485,0.1322525525,0.4390767565,0.999988663663806,5552.45993689922,0.26941115164148,1919,1.2753474,1.14724158,1.411866485
"ul:duck",131,-4.67709755,-4.82239003,-4.52498148,1.00087597610309,5075.71086806963,0.569567483064096,1919,0.782791055,0.7201127425,0.851840955
"ul:ear",132,-3.171982,-3.30688441,-3.02936444,1.00243175297446,5405.16377192522,0.435122459614383,1919,1.25311045,1.13873573,1.376024155
"ul:eat",133,-2.24872385,-2.395033395,-2.088546905,1.00207496957554,5027.05739535091,0.379885356956748,1919,1.2491588,1.13718048,1.37364829
"ul:egg",134,-1.49643735,-1.66509618,-1.32131002,1.00167437616245,5759.84087976967,0.3470557582074,1919,1.0758588,0.9912574975,1.16893037
"ul:elephant",135,-1.38014645,-1.543373005,-1.214425955,1.00210914111154,5555.3657113923,0.340281396560709,1919,1.1780973,1.079660875,1.28447961
"ul:empty",136,0.623607685,0.449330682,0.79536196,0.999775194009317,6229.0489889175,0.25117248566962,1919,0.982291705,0.8958248825,1.077632825
"ul:eye",137,-4.14866845,-4.283408615,-4.01683693,1.00087030153685,4487.13333511645,0.515893694632621,1919,1.0833361,0.9931690635,1.180076915
"ul:face",138,-0.63844329,-0.8048174935,-0.475066476,1.00117635532878,5120.28557754755,0.30901511203752,1919,1.2971983,1.17724881,1.4341022
"ul:fall",139,-0.9424093,-1.104001905,-0.786304941,1.00089665470728,6937.37296312142,0.321000521104742,1919,1.50345235,1.35530692,1.66426297
"ul:fast",140,0.447688605,0.295612854,0.5998418675,1.0020838808487,5874.6853383911,0.262636789994789,1919,1.35997535,1.215082915,1.519337045
"ul:feed",141,0.780179975,0.626675142,0.9228720295,1.00401397316665,5404.58015577644,0.246482542991141,1919,1.35260235,1.21226078,1.51123381
"ul:fine",142,2.8156659,2.628855985,3.01101026,1.00151396551289,6672.60097194247,0.142782699322564,1919,0.872387405,0.7811897675,0.9751988195
"ul:finger",143,-1.03003205,-1.185536505,-0.871786608,1.000199051736,6209.58697017307,0.324127149557061,1919,1.56764845,1.40842326,1.74672042
"ul:finish",144,1.46986585,1.29949377,1.63380495,1.00125082495082,6305.79793405068,0.208963001563314,1919,0.993909225,0.9011061605,1.096793465
"ul:firetruck",145,-0.502066225,-0.664362431,-0.3326636185,1.00106521574397,4660.72002450608,0.303282959874935,1919,1.1497065,1.0529537,1.253573805
"ul:fish (animal)",146,-3.414602,-3.5568716,-3.262327335,1.00046889552047,4729.6630164579,0.463262115685253,1919,0.947597845,0.8692247595,1.03108412
"ul:fish (food)",147,-1.59045365,-1.772667325,-1.401508975,1.00070751767235,5762.86433443265,0.359041167274622,1919,0.804144225,0.7483784595,0.8647079415
"ul:flower",148,-2.5832057,-2.734266435,-2.42964164,1.00034992271867,5271.87133555897,0.399687337154768,1919,1.1937171,1.085451235,1.30617863
"ul:food",149,-0.737027505,-0.912565917,-0.557847654,1.00227213776016,5604.68419746248,0.313705054715998,1919,1.0044452,0.927266173,1.088919185
"ul:foot",150,-2.41502165,-2.56746707,-2.25956084,0.999712132402851,5279.61221386928,0.389786347055758,1919,1.20588005,1.10311188,1.315046615
"ul:fork",151,-1.28534595,-1.445426825,-1.11876321,1.00205269406113,6617.42263455729,0.334028139656071,1919,1.46418085,1.322704095,1.618749815
"ul:frog",152,-1.57958505,-1.73955579,-1.41637911,0.999990529626714,5430.55231479683,0.348097967691506,1919,1.2556661,1.147667745,1.370868395
"ul:garage",153,0.68244534,0.51070668,0.854128948,1.00130801385819,7048.63459883544,0.248566961959354,1919,1.0138157,0.9256713845,1.113977295
"ul:garden",154,1.9053468,1.75810687,2.04172393,1.00079496651722,4846.15778973836,0.186034392912976,1919,1.26058575,1.124286965,1.414002095
"ul:gentle",155,1.57659705,1.368388175,1.78726763,0.999702374161236,6401.00828545014,0.206878582595102,1919,0.67511041,0.621273411,0.7345069335
"ul:get",156,-0.7972983,-0.970757117,-0.6167312265,0.999809407613577,5275.37268311634,0.315789473684211,1919,1.1513149,1.059360965,1.25726674
"ul:giraffe",157,-0.67032098,-0.848144018,-0.4873203265,1.00189476717235,6237.79963675972,0.311099531005732,1919,0.950154535,0.8804408005,1.025947465
"ul:girl",158,-0.68687092,-0.8632641695,-0.504821983,1.00208450481116,5546.15961737137,0.311620635747785,1919,0.985735815,0.9095376445,1.065248985
"ul:give",159,0.0599724045,-0.1069406525,0.219829221,1.00340586245397,6152.902628774,0.27931214174049,1919,1.22791235,1.116392195,1.362779065
"ul:glass",160,0.417163265,0.249091305,0.585685759,0.99963698774466,7608.11575430957,0.261594580510683,1919,1.0584952,0.9623274145,1.15875004
"ul:glasses",161,-1.28764065,-1.45788343,-1.112417685,1.00182552341243,5950.14632464748,0.338196977592496,1919,1.0325234,0.952081072,1.11637438
"ul:go",162,-2.8555975,-3.01894197,-2.69246997,1.00184513634806,4749.37839909086,0.427826993225638,1919,0.895345875,0.8279967875,0.96838882
"ul:good",163,-0.894892285,-1.09082272,-0.70734826,1.00044235941036,5635.34086270394,0.323606044815008,1919,0.82476087,0.766559936,0.8856913705
"ul:good night",164,-3.9494869,-4.11688443,-3.779935035,1.0006981299202,5373.07346743038,0.516935904116727,1919,0.67514658,0.624857319,0.7306343895
"ul:goose",165,0.81496219,0.628257603,1.00253202,1.00073694891715,5662.10902773361,0.241792600312663,1919,0.79242146,0.7283999495,0.8607804405
"ul:grandma",166,-4.0028266,-4.17312968,-3.830028295,0.999628611694434,6116.66629584228,0.521104742053153,1919,0.6688717,0.619497723,0.720898794
"ul:grandpa",167,-3.3213634,-3.505135905,-3.132034185,1.00007738871139,3993.77489440564,0.475768629494528,1919,0.618658595,0.5747079725,0.6657361305
"ul:grrr",168,-5.09615945,-5.303872205,-4.882037585,1.00013727467381,5245.46662096477,0.606044815007817,1919,0.479484555,0.442237147,0.519814496
"ul:hair",169,-2.8114145,-2.95141987,-2.661537635,0.999698437563146,5120.8886734473,0.410109431995831,1919,1.30950705,1.18894207,1.444414995
"ul:hammer",170,0.36613633,0.189126465,0.543107118,1.00120927869334,6939.63801527716,0.263678999478895,1919,1.0098082,0.9246094705,1.104934735
"ul:hand",171,-1.99724415,-2.143104335,-1.838283715,1.00119443773231,5883.84707436121,0.363731109953101,1919,1.462934,1.324082365,1.62084031
"ul:happy",172,-0.34315091,-0.522786992,-0.164051217,1.00232180377978,5187.67702244551,0.296508598228244,1919,0.901448735,0.8362446345,0.9716091385
"ul:hard",173,1.3457387,1.21305553,1.47061739,1.0011850729044,5578.30442742063,0.217821782178218,1919,1.52311415,1.347151745,1.713626375
"ul:hat",174,-3.49264905,-3.637399465,-3.34451179,1.00133821695348,5568.61377403978,0.466388744137572,1919,1.0120045,0.9286936095,1.10497784
"ul:head",175,-1.76622965,-1.928426475,-1.6044986,1.00241732772536,4622.11233483451,0.355914538822303,1919,1.2827816,1.170847655,1.40630782
"ul:hello",176,-2.18086115,-2.403542195,-1.949735215,1.00161046465761,4174.05341441222,0.41323606044815,1919,0.499978985,0.466693542,0.5356219235
"ul:help",177,-1.17272865,-1.335783065,-1.008634125,1.00173815986473,7127.3247002303,0.330380406461699,1919,1.33310585,1.218351545,1.461432105
"ul:hi",178,-6.39797865,-6.5748348,-6.21395516,1.00064660825906,4498.4324620251,0.705054715997916,1919,0.609437095,0.556908141,0.6622933735
"ul:high chair",179,0.29390587,0.102846154,0.4814209035,1.00059371142262,6398.87615743913,0.266805627931214,1919,0.84435031,0.779407223,0.9153341175
"ul:hit",180,-0.40207837,-0.562854598,-0.2379047365,1.00192858716366,6230.39223165834,0.299635226680563,1919,1.34462195,1.218575695,1.487113645
"ul:home",181,-1.5186697,-1.686209195,-1.34665182,1.00119763971986,5892.90994770912,0.3470557582074,1919,1.12934215,1.04155263,1.22674978
"ul:horse",182,-2.48923885,-2.645640005,-2.324583545,1.00134328367663,5152.39788011112,0.397602918186556,1919,1.0809973,0.9946546365,1.17500947
"ul:hot",183,-4.16027155,-4.299917525,-4.01253316,1.00145032482752,5340.86944966234,0.523710265763418,1919,0.88563287,0.812517354,0.965114428
