"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs","lambda","lambda_q5","lambda_q95"
"id:denne",19,-0.366332175,-0.4902127375,-0.257140887,1.07839427942604,32.6848111013482,0.428092243186583,4770,0.610072295,0.5796538325,0.638271068
"id:det",20,-0.20124817,-0.299902392,-0.1108737155,1.03550913438767,90.00990230835,0.415303983228512,4770,0.620596225,0.5902796595,0.6511514085
"id:dette",21,1.9067702,1.80951206,2.003659775,1.05345320347565,62.35000980965,0.226205450733753,4770,0.85778309,0.815636583,0.908603674
"id:du",22,0.004225826,-0.0710586728,0.0833777363,1.05963194370375,47.1027395453677,0.390985324947589,4770,0.930798905,0.8880526795,0.9796033115
"id:dyne",23,-1.78750315,-1.85234387,-1.71429329,1.06288128398872,42.1696717406147,0.567085953878407,4770,1.23920885,1.184564705,1.31026184
"id:dårlig",24,2.0969869,2.00470418,2.171841035,1.01416425007118,234.710610803628,0.234698914116486,4052,1.10892835,1.051079705,1.172962025
"id:ei",25,4.2258256,4.058971015,4.401411585,1.00284354691783,484.034110979536,0.110315893385982,4052,0.767086565,0.718420049,0.8178806945
"id:elske",26,2.6220562,2.50670594,2.726760165,1.01964862677921,116.428416954229,0.174633123689727,4770,0.84966851,0.804107699,0.9016484225
"id:en",27,0.782783525,0.6919401875,0.8618645595,1.02091621138388,305.974712072916,0.376357354392892,4052,0.83634878,0.783915194,0.8811252425
"id:eske",28,0.63477601,0.511128379,0.7154333745,1.18845368089591,14.3232178981846,0.329559748427673,4770,1.05315945,1.00075609,1.111243625
"id:etter",29,1.9341094,1.86075458,2.020504485,1.02268529968386,95.7413199253772,0.245064165844028,4052,1.1936038,1.132746445,1.27640756
"id:etterpå",30,-0.126637485,-0.189043991,-0.0715585484,1.01292856541904,503.079489977182,0.471865745310958,4052,1.3399005,1.258025,1.4237216
"id:farfar",31,0.723854705,0.581222708,0.869663176,1.03807893435903,481.118353676566,0.362264150943396,4770,0.38335478,0.361376619,0.4030282025
"id:fargeblyant",32,1.81468655,1.72285571,1.915833095,1.04625856893941,115.068549753043,0.270236920039487,4052,0.89649639,0.8495727475,0.9454414695
"id:farmor",33,0.32282601,0.18854853,0.47346676,1.06511559468627,48.5121435747285,0.382809224318658,4770,0.42519146,0.403267107,0.445493691
"id:fat",34,1.01357185,0.915969783,1.13049606,1.01428669750229,130.318169386347,0.365498519249753,4052,0.62484897,0.594653577,0.6585957765
"id:formiddag",35,5.68333555,5.435865795,5.94434429,1.02663615681383,190.091050076662,0.0466436327739388,4052,0.871080915,0.7865756595,0.958067566
"id:forte seg",36,0.82354846,0.7580823185,0.8918501335,1.00404088591831,239.269271743103,0.308805031446541,4770,1.1807293,1.128637325,1.248027535
"id:frekk",37,5.3220826,5.098183655,5.56792329,1.00694565377986,361.987742573146,0.049895178197065,4770,0.84504396,0.7733775915,0.9197649595
"id:få",38,-2.20348805,-2.290675665,-2.0977427,1.10044314212917,28.3560220816665,0.59916142557652,4770,0.987713275,0.940404307,1.0356608
"id:gjør",39,1.2869864,1.212213815,1.382854835,1.05684031198479,53.4411416936687,0.313672260612043,4052,1.1277111,1.06855899,1.187905635
"id:gjøre",40,1.35203795,1.25627294,1.436346835,1.04666610973544,81.5048282177859,0.311451135241856,4052,0.97915071,0.928694328,1.029752435
"id:gli",41,1.25906565,1.17568762,1.33425301,1.04017015590248,79.6402894146191,0.31959526159921,4052,1.043505,0.985676266,1.1019019
"id:god",42,-0.10452826,-0.185694022,-0.02662548655,1.02723750557439,94.6835808135804,0.469397828232971,4052,0.912518825,0.866038049,0.9585488415
"id:godteri",43,-0.0022490904,-0.0931541504,0.09178351635,1.08046868971275,33.1535027876898,0.460513326752221,4052,0.80324398,0.7597750255,0.8426514705
"id:gåbil",44,2.8016053,2.662748995,2.93541544,1.06874386475585,42.0379657929801,0.207798617966436,4052,0.689454905,0.646725051,0.731720775
"id:ha",45,-1.8492375,-1.93705863,-1.76384,1.02584026309251,159.173267401083,0.65893385982231,4052,0.95776836,0.9110866595,1.017052505
"id:ham",46,5.93237005,5.67482815,6.242623825,1.00262265499768,444.249232004691,0.0483711747285291,4052,0.752806835,0.686128575,0.819936887
"id:han",47,0.823365515,0.752689469,0.887951789,1.0100425837876,271.448364640882,0.363524185587364,4052,1.14759155,1.08871264,1.21320726
"id:hans",48,2.8744317,2.776582785,2.990913155,1.04930823052959,61.2414488665965,0.149056603773585,4770,0.978513365,0.921492115,1.048423595
"id:har",49,0.90824665,0.845483838,0.9859636525,1.01611592418876,160.887450684353,0.352665350444225,4052,1.175966,1.11306232,1.24228613
"id:henne",50,3.4167921,3.303343185,3.549934915,1.00651477859704,583.943414505394,0.1428923988154,4052,0.91092725,0.851556756,0.964911033
"id:hennes",51,3.27388965,3.163403345,3.39901612,1.05841801040507,42.8777053727542,0.124737945492662,4770,0.98635785,0.9231606515,1.044260425
"id:hente",52,-0.95916269,-1.01776443,-0.894626481,1.04698245376128,55.8411943677224,0.487631027253669,4770,1.42737115,1.331702285,1.502829735
"id:her",53,-0.917070865,-1.00456088,-0.83562202,1.01078823619668,141.228128086831,0.557502467917078,4052,0.84345854,0.8032432005,0.897496491
"id:hit",54,0.742456495,0.6492424195,0.822023412,1.04925502040462,56.9408912791089,0.379812438302073,4052,0.877023975,0.8281923985,0.9301058395
"id:hjem",55,-1.8826447,-1.936523715,-1.813889365,1.01238343895459,274.629301415804,0.579035639412998,4770,1.45893385,1.385658755,1.534084375
"id:hjemme",56,-0.158856365,-0.2293734935,-0.07211370725,1.03675122629699,74.1957746231173,0.475567620927937,4052,1.0149011,0.966947242,1.07189141
"id:hos",57,1.82922615,1.75083368,1.904013555,1.03087224875057,95.6458731883421,0.256910167818361,4052,1.1880769,1.12050186,1.25772691
"id:hun",58,1.7525261,1.66596248,1.83230416,1.17316727974523,15.506813747391,0.265794669299112,4052,1.16175005,1.102974605,1.232814765
"id:hver",59,3.3975108,3.29103379,3.51382434,1.03201249124186,237.799173106766,0.127097729516288,4052,1.2393744,1.15290997,1.326518615
"id:hvert",60,4.8006267,4.649922155,4.97198633,1.02165385208859,211.999545989573,0.0612043435340573,4052,1.13459455,1.04104311,1.23392445
"id:hvis",61,4.24026615,4.11877391,4.365576275,1.0062390073971,503.747775157711,0.0787265547877591,4052,1.2935538,1.19955501,1.401999505
"id:inn",62,-1.2063846,-1.299800565,-1.133751185,1.08426289708723,30.7034756355468,0.507547169811321,4770,0.85922188,0.8209561205,0.901993076
"id:inne",63,-0.4314133,-0.5196174355,-0.3413308675,1.12398300764167,20.3372148305174,0.432285115303983,4770,0.865951425,0.8249410355,0.9144949875
"id:inni",64,-0.136991525,-0.2159332875,-0.0530080099,1.015910457697,295.197159046147,0.405870020964361,4770,0.80745836,0.771066056,0.8477180685
"id:jeg",65,-0.973662465,-1.05689417,-0.8875044375,1.06614624896452,37.5420663811744,0.484696016771488,4770,0.83898565,0.8015721225,0.879510822
"id:juice",66,-2.5676064,-2.6576806,-2.461577995,1.03722063135851,87.4911124322515,0.623689727463312,4770,0.82777221,0.786550338,0.873664244
"id:kasse",67,0.73722904,0.663695563,0.8117881615,1.10518526601215,24.4073100714134,0.371915103652517,4052,1.2549523,1.195732595,1.31671983
"id:kjeks",68,-3.21591815,-3.34808652,-3.10484975,1.13175547819403,20.1511319762754,0.675052410901468,4770,0.85211013,0.8009360425,0.898787889
"id:kjelke",69,2.10371285,2.00561243,2.200304735,1.03779880167331,76.5400516267594,0.25,4052,0.827208945,0.7825924555,0.869697695
"id:klosser",70,-0.858397095,-0.9336770045,-0.795069742,1.07847122569945,36.8104575841577,0.477148846960168,4770,1.146433,1.091099065,1.207570805
"id:knekkebrød",71,-0.225970965,-0.2889775235,-0.152720266,1.02699876679819,118.378550354886,0.482724580454097,4052,1.0724122,1.016570185,1.132634215
"id:kveldsmat",72,0.588025235,0.5174970225,0.669433569,1.02817817153784,95.826072015819,0.389190523198421,4052,1.1812645,1.113879165,1.248127735
"id:legge",73,-0.81795705,-0.8828265295,-0.7502023175,1.02283324114644,127.385258890786,0.472746331236897,4770,1.29126475,1.222271405,1.35051929
"id:lego",74,-0.286883925,-0.356999915,-0.2112026385,1.03016929089695,109.099625003905,0.489634748272458,4052,0.98800723,0.939380709,1.04302275
"id:leke (action)",75,-1.51092365,-1.57448863,-1.44696668,1.02400877856381,152.88487094513,0.542976939203354,4770,1.39705845,1.315972825,1.47522105
"id:leverpostei",76,-0.792458205,-0.866573744,-0.719175984,1.04917233590673,52.2120690907972,0.548371174728529,4052,1.1305498,1.066394545,1.18569959
"id:man",77,5.83132525,5.519908205,6.16495413,1.04299264555646,81.9802711079176,0.0639190523198421,4052,0.635764405,0.584563608,0.692491877
"id:med",78,1.1432146,1.067671465,1.22200987,1.09932674173573,30.2608828315687,0.328479763079961,4052,1.1492074,1.092891285,1.22382792
"id:meg",79,-0.20423337,-0.2953151595,-0.1160431525,1.0508125918523,676.801527558175,0.414255765199161,4770,0.675043665,0.642616683,0.707509626
"id:morfar",80,0.561700985,0.40207336,0.7257411675,1.01606323801757,233.079593969143,0.376519916142558,4770,0.358974935,0.340476194,0.38043196
"id:morgen",81,1.5853082,1.51204461,1.675472085,1.11948455619955,21.6101503098545,0.238993710691824,4770,1.13050415,1.071133135,1.1918882
"id:mormor",82,-2.0878569,-2.247441905,-1.92339465,1.01121060414124,99.4840281915731,0.545911949685535,4770,0.344738605,0.326533706,0.3630957795
"id:ned",83,-1.3778977,-1.464302645,-1.287471165,1.02123403595778,138.113707271266,0.519077568134172,4770,0.74454211,0.708348978,0.7813395945
"id:nede",84,0.60752799,0.514256151,0.698026122,1.10726415306235,22.7944891459994,0.337316561844864,4770,0.842968155,0.7837746845,0.8842001745
"id:nedi",85,1.80357485,1.724871625,1.89200612,1.0135159975312,485.094123796689,0.27147087857848,4052,0.890389835,0.8391635885,0.942665735
"id:nugatti",86,4.2650682,4.02779871,4.54165199,1.00517519555315,125.076873899788,0.162142152023692,4052,0.46923999,0.436781888,0.5011492395
"id:om",87,3.16452,3.072405485,3.26719481,1.00464056547004,270.074478095656,0.140918065153011,4052,1.2836973,1.19191826,1.369782445
"id:opp",88,-2.4688149,-2.575419415,-2.362787905,1.04744956079307,59.4122120078734,0.606498951781971,4770,0.680574515,0.6480611725,0.712362361
"id:oppe",89,0.0936359835,-0.00427261804,0.1824353595,1.11251073525237,22.4520725327157,0.387421383647799,4770,0.74114385,0.708575901,0.77836092
"id:oss",90,2.37227265,2.28058385,2.456892825,1.03528766334536,113.28881325858,0.208538993089832,4052,1.1475143,1.082541875,1.210665965
"id:pannekake",91,-0.5004014,-0.573033109,-0.4300578145,1.08785378228911,32.4084525421865,0.514560710760118,4052,1.1563475,1.094313455,1.205776075
"id:pasta",92,0.220704025,0.1221208225,0.304997297,1.0618842740729,40.1988476988804,0.375052410901468,4770,0.76159905,0.720154408,0.8069604255
"id:putte",93,0.56958029,0.500660387,0.634158347,1.03917533566246,412.334971456058,0.392152023692004,4052,1.12574905,1.06730203,1.190770165
"id:saft",94,-1.93417995,-2.0253425,-1.8493856,1.02258807991323,484.469332958987,0.663869693978282,4052,0.898791235,0.8551242255,0.9500602105
"id:sin",95,-0.557274005,-0.6605792535,-0.455505208,1.06873267470429,35.7184082779942,0.518509378084896,4052,0.71974086,0.684816709,0.753717036
"id:sint",96,0.0932635285,0.0273531415,0.1649592225,1.00535972010944,161.372614155888,0.446199407699901,4052,1.18907175,1.138110285,1.252250455
"id:skli",97,-0.57225417,-0.659034385,-0.4900024765,1.15623733275182,17.1275915945781,0.519990128331688,4052,0.879220645,0.8325673685,0.9294713385
"id:skulle",98,3.57038295,3.46330661,3.6863187,1.07454613972376,45.1924773826603,0.115004935834156,4052,1.28515955,1.19699986,1.38274833
"id:skynde seg",99,1.6621477,1.58299821,1.758594435,1.16736888939775,16.2209810826385,0.273445212240869,4052,1.18504885,1.131196445,1.25778723
"id:slå",100,-0.56085016,-0.622126842,-0.4923902805,1.06743758422335,51.3627836493643,0.447798742138365,4770,1.4314968,1.35585341,1.51410985
"id:spagetti",101,-0.11064044,-0.168804935,-0.03866516205,1.0230239500838,232.02144778811,0.40062893081761,4770,1.19133605,1.13275182,1.25112977
"id:spille",102,0.119176025,0.0488077612,0.1792284455,1.03300020760728,85.904352529431,0.443484698914116,4052,1.27930785,1.211358045,1.336822115
"id:strømpebukse",103,-0.596399855,-0.657749106,-0.5344473325,1.01978974661138,285.305926067573,0.450733752620545,4770,1.27525215,1.210327775,1.336383295
"id:strømper",104,1.7489646,1.62445105,1.85254993,1.12761529505213,22.0496527608102,0.29639684106614,4052,0.673764225,0.6394145385,0.710314721
"id:sukkertøy",105,3.12609165,2.99056688,3.26805664,1.02079593053834,219.976772946066,0.155765199161426,4770,0.708152505,0.670035144,0.7476596985
"id:sur",106,2.12311995,2.038320375,2.204192255,1.0377759574176,98.4616962183385,0.230256663376111,4052,1.14288735,1.081182555,1.207115435
"id:svømmehall",107,3.1950986,3.056158235,3.353281005,1.03401195334442,84.023586735615,0.148218029350105,4770,0.742300855,0.697995122,0.792559521
"id:tallerken",108,-0.052498293,-0.1191640745,0.0192743397,1.0564328023107,53.8368687887772,0.39538784067086,4770,1.090338,1.042845465,1.14615568
"id:teppe",109,-1.1408626,-1.209768945,-1.073110895,1.12618618564905,22.3586312203913,0.50398322851153,4770,1.1369874,1.083941105,1.193720885
"id:tilbake",110,2.0453995,1.964288655,2.120752235,1.02008187801238,282.108915875335,0.237166831194472,4052,1.1492122,1.08832778,1.2138998
"id:tran",111,1.3225746,1.21340081,1.445918415,1.03233645784002,96.0283018697618,0.342546890424482,4052,0.570012585,0.5382043095,0.5974836295
"id:treffe",112,2.4280409,2.348972975,2.503621675,1.06474847208581,46.5581984063897,0.194225074037512,4052,1.4174065,1.334275135,1.50705925
"id:trøtt",113,-0.503516755,-0.5594481315,-0.428485254,1.11730851329711,22.4917871816484,0.439832285115304,4770,1.27536355,1.208144195,1.343730535
"id:ut",114,-3.9189797,-4.097207425,-3.80116266,1.02182138001238,84.6913618455542,0.818608094768016,4052,0.787269805,0.7365321165,0.834281276
"id:ute (location)",115,-1.36320555,-1.440963205,-1.280942385,1.03692469133895,135.82316352047,0.521802935010482,4770,0.8859461,0.841533272,0.9301305225
"id:utenfor",116,3.50455175,3.393969655,3.621359975,1.00135196465268,388.298829132439,0.127344521224087,4052,1.0723409,1.001596525,1.14237432
"id:utenpå",117,3.6152773,3.505833035,3.73224157,1.00726300123032,472.146655051805,0.117226061204344,4052,1.14519445,1.0715173,1.224380265
"id:vafler",118,-0.33691388,-0.4014239945,-0.2685856215,1.05258944455867,51.2778998848642,0.495557749259625,4052,1.1745667,1.11711311,1.23408852
"id:vekk",119,0.51472465,0.4265727105,0.6335467485,1.1276042873917,21.3382650885942,0.406219151036525,4052,0.77225605,0.736269112,0.8109922805
"id:velte",120,1.77124185,1.698058525,1.839593025,1.04632806790679,803.939763511179,0.261599210266535,4052,1.19229095,1.134114025,1.26989857
"id:venn",121,1.43974995,1.36524709,1.52968127,1.02071380336395,170.113842262711,0.303800592300099,4052,0.945686485,0.8932809385,0.99426771
"id:venninne",122,4.14756595,3.96004004,4.35255152,1.00329362851498,152.222793071426,0.129072063178677,4052,0.65295632,0.6065945215,0.7009315315
"id:vent",123,-0.223206145,-0.285171176,-0.158465884,1.01924616815283,220.974394879857,0.412578616352201,4770,1.3140888,1.23890251,1.38983243
"id:vente",124,0.13250351,0.07404779305,0.189441345,1.04114857898478,570.189579421015,0.440276406712734,4052,1.45579535,1.380927805,1.52530476
"id:vi",125,1.41432135,1.342811445,1.48453301,1.05801589381037,51.4064760077827,0.295656465942744,4052,1.31468585,1.247833925,1.391461485
"id:vil",126,-0.228144135,-0.301208852,-0.1584235055,1.02649084190751,114.254523112036,0.48395853899309,4052,1.062158,1.006268405,1.122064915
"id:ville",127,2.71044355,2.61728534,2.80353102,1.04539882050226,66.1299995024666,0.180157946692991,4052,1.1363575,1.068754185,1.210903145
"id:være",128,1.627663,1.55074352,1.712651475,1.06235511146469,41.1794023585017,0.280602171767029,4052,1.05836415,1.000430975,1.116913865
"id:være glad i",129,1.40753615,1.322364205,1.4914758,1.11655839016946,22.7737133695542,0.3035538005923,4052,1.01137915,0.9624254925,1.066488645
"ul:1PL.POSS",130,1.943412,1.87253244,2.021777815,1.02713586947488,595.280208770117,0.243089832181639,4052,1.2410289,1.167828005,1.3179425
"ul:1SG.POSS",131,-3.6308825,-3.749924915,-3.524037755,1.00481328851078,292.480007734942,0.692662473794549,4770,0.674827835,0.6456061655,0.709778268
"ul:1SG.REFL",132,3.33192125,3.20315954,3.484707625,1.04285909249107,83.2248350663709,0.155231984205331,4052,0.82797883,0.77268975,0.877096776
"ul:2PL",133,2.5404655,2.4607309,2.614250735,1.03318776228455,526.808363865252,0.187808489634748,4052,1.32797495,1.24337573,1.410043485
"ul:2PL.POSS",134,3.83641035,3.724290135,3.96317411,1.01095452533444,488.034828087363,0.103158933859822,4052,1.1757447,1.09575064,1.262571365
"ul:2SG.POSS",135,-0.499696525,-0.5691685595,-0.4190800015,1.04284869827731,64.1583354472518,0.439203354297694,4770,0.909301525,0.862031,0.955250354
"ul:2SG.REFL",136,4.15131275,4.007194265,4.307116055,1.02140344104629,161.05532167721,0.0997038499506417,4052,0.93308439,0.8648330705,1.006445565
"ul:3PL.REFL",137,2.0812941,1.989804695,2.1700253,1.03229988450249,504.953130774755,0.247285291214215,4052,0.88825122,0.8410655425,0.936948738
"ul:3SG.REFL",138,4.2833593,4.130593495,4.442469105,1.01132935530712,483.413923057129,0.0969891411648569,4052,0.8802072,0.822422484,0.9419086135
"ul:REFL",139,4.04776455,3.939160835,4.17612398,1.01370445358735,342.41588182687,0.0903257650542942,4052,1.2185696,1.12874663,1.310320405
"ul:a",140,2.1909541,2.109887075,2.28292575,1.05578149953833,54.572197813868,0.223840078973346,4052,1.12783685,1.063897405,1.193958335
"ul:a lot",141,0.0851762565,0.00456412788,0.154221693,1.09636101475773,26.2309279338332,0.44817374136229,4052,1.04646305,0.99185018,1.101847975
"ul:afternoon",142,4.63098595,4.46015348,4.81561843,1.00622971382911,663.614919463574,0.0809476801579467,4052,0.886707865,0.81821699,0.954255929
"ul:against",143,3.2555029,3.159330015,3.357155365,1.0090730532072,257.195436062972,0.133761105626851,4052,1.3196443,1.23261587,1.410994455
"ul:airplane",144,-3.41710535,-3.522255685,-3.3262534,1.03131375772062,170.467408557819,0.69559748427673,4770,0.96297964,0.9160290725,1.02359609
"ul:all",145,-0.027075889,-0.0932175027,0.04080168265,1.03243847284339,125.047882921534,0.392662473794549,4770,1.2557925,1.198633945,1.328094115
"ul:all gone",146,-3.2037463,-3.32913173,-3.087189115,1.1313286090367,20.7614706582031,0.663312368972746,4770,0.693935665,0.6576270745,0.730727989
"ul:also",147,1.46734945,1.366467715,1.565022695,1.09529712455654,26.8771645531802,0.302073050345508,4052,0.917085225,0.865932149,0.957020351
"ul:and",148,0.30184699,0.174815566,0.3824175705,1.20570158679548,13.7845078202755,0.424728529121422,4052,0.92120574,0.875031246,0.972204811
"ul:animal",149,0.137464015,0.0588529836,0.21144536,1.04257035457087,84.8461661670074,0.376939203354298,4770,1.03893155,0.989960267,1.095317265
"ul:ankle",150,4.36612755,4.188533565,4.56585856,1.0125525197062,274.74454192464,0.0999506416584403,4052,0.8009752,0.738672078,0.8619366375
"ul:another",151,1.9402683,1.835270565,2.024896265,1.03337007457153,137.675167733257,0.225995807127883,4770,0.82351935,0.7806344975,0.8680894045
"ul:ant",152,0.66921213,0.576991932,0.755394584,1.02136295855186,120.375571724835,0.386722606120434,4052,0.873943375,0.8340067945,0.9172705785
"ul:any",153,2.5873891,2.504871375,2.67067518,1.01796776843957,267.654127729151,0.158071278825996,4770,1.2449815,1.17161799,1.325754465
"ul:apple",154,-3.6441431,-3.731018085,-3.550465355,1.02017256855307,209.448520132795,0.713417190775681,4770,1.0045994,0.954700092,1.05607761
"ul:arm",155,-1.4379993,-1.501587065,-1.37429317,1.01133593995045,138.717566657643,0.536477987421384,4770,1.45913665,1.38069622,1.546260735
"ul:as",156,3.0148606,2.92745441,3.11754854,1.01758841532788,210.483279595961,0.155478775913129,4052,1.17402585,1.099246105,1.248298645
"ul:aunt",157,-2.0896878,-2.19426524,-1.977264975,1.0602478623972,42.5903352451168,0.571069182389937,4770,0.606952185,0.579025918,0.6371972815
"ul:awake",158,0.0053192305,-0.05543662515,0.06325051945,1.03721079172153,76.7790223826105,0.455083909180652,4052,1.46154185,1.3823967,1.53794714
"ul:baa baa",159,-7.17748115,-7.39108307,-6.958571875,1.00124891763237,188.888418150423,0.852201257861635,4770,0.533216905,0.5058965195,0.5607247775
"ul:baby",160,-4.65707105,-4.784994315,-4.535441685,1.02713324173413,318.467445816033,0.761844863731656,4770,0.737819095,0.7045790705,0.7791603665
"ul:babysitter's name",161,-0.14786941,-0.2648937955,-0.02558473575,1.0579576239453,44.5159559441079,0.475567620927937,4052,0.54195439,0.5135227505,0.5726082015
"ul:back (body part)",162,-0.051774979,-0.1067574785,0.00743689053499998,1.02862272757315,602.298704785949,0.462240868706811,4052,1.53427315,1.439990455,1.636141595
"ul:backpack",163,-0.17439152,-0.2388211345,-0.1123915535,1.02593030192546,240.87891141643,0.477541954590326,4052,1.23272395,1.163170155,1.2873974
"ul:backyard",164,6.2079746,5.91664185,6.54796884,1.05483701550891,58.8905899745529,0.0382527147087858,4052,0.798543485,0.7214157725,0.878251104
"ul:bag",165,-0.361294425,-0.423797812,-0.299177852,1.01380721263118,285.480534924987,0.499506416584403,4052,1.32039715,1.24855984,1.3835992
"ul:balcony",166,4.3701376,4.19155975,4.555818165,1.07960173711846,35.3941644250862,0.109081934846989,4052,0.716675475,0.658995015,0.769136191
"ul:ball",167,-5.86032535,-6.004084855,-5.7192149,1.02205201269746,192.555596169458,0.828511530398323,4770,0.847628815,0.8016015035,0.894654716
"ul:balloon",168,-2.54914265,-2.639209935,-2.467781705,1.04758999194901,58.3491170573711,0.628721174004193,4770,0.95376218,0.9068478785,1.003546625
"ul:banana",169,-4.84233455,-4.972665795,-4.72149018,1.05385788180643,53.4810598611164,0.776519916142558,4770,0.79691759,0.7611199055,0.838444257
"ul:basement",170,1.2367792,1.151098235,1.313434795,1.05088980537364,51.5900065843025,0.324037512339585,4052,0.993746515,0.9427999625,1.044094235
"ul:bath",171,-4.8823791,-4.99261203,-4.75948097,1.02451948977875,217.36962626455,0.779874213836478,4770,0.816161865,0.7719078385,0.8663049755
"ul:bathroom",172,-3.2922813,-3.39247853,-3.195146535,1.03998276388189,1047.52450137021,0.674842767295597,4770,0.75257598,0.7159368825,0.7863219925
"ul:bathtub",173,-0.17737824,-0.262958345,-0.09885771075,1.1445609350343,18.1853510495567,0.407337526205451,4770,1.06297115,1.00671583,1.125825195
"ul:beach",174,1.80239075,1.72680046,1.878651025,1.05793738910391,71.1309168483704,0.219496855345912,4770,1.2253669,1.15786832,1.30409487
"ul:beans",175,3.6614553,3.50422276,3.82560334,1.03775908055452,108.177032218858,0.146594274432379,4052,0.71983984,0.6757607035,0.7718663775
"ul:bear",176,-1.15150015,-1.217151945,-1.07987624,1.05917269873978,59.143753557553,0.50482180293501,4770,1.1714791,1.112111355,1.22769474
"ul:beautiful",177,4.6968597,4.51636921,4.903449955,1.01713627324454,339.162602176774,0.0708595387840671,4770,0.82046318,0.7576710625,0.887801518
"ul:because",178,3.66169315,3.557494045,3.782968295,1.01245298981134,322.25044622668,0.114511352418559,4052,1.1412451,1.06229474,1.21582904
"ul:bed",179,-2.1544771,-2.21893401,-2.090633885,1.00508109114492,254.06604377931,0.60461215932914,4770,1.4454578,1.3698482,1.52200028
"ul:bedroom",180,0.799715965,0.737079374,0.8674624975,1.09382048008539,31.1555500385164,0.307966457023061,4770,1.40854115,1.33332182,1.483611615
"ul:before",181,2.10305115,2.03585707,2.193155925,1.08745868152703,27.8643500957244,0.226307996051333,4052,1.27007685,1.19893642,1.34406243
"ul:belly button",182,-1.06509505,-1.140336395,-0.985459732,1.01115078357368,198.213917225916,0.494968553459119,4770,0.95854791,0.9192618265,1.00753753
"ul:belt",183,0.910662965,0.8090150335,1.020388225,1.26762173895614,11.2816832707583,0.359328726554788,4052,0.916345155,0.873138638,0.9661720715
"ul:beside",184,2.43345025,2.350725645,2.516182135,1.04349459814764,61.8695504577885,0.201628825271471,4052,1.16567275,1.101205335,1.248003725
"ul:better",185,1.74157995,1.65994353,1.82155502,1.05408747181576,48.863803417726,0.268262586377098,4052,1.08947875,1.027477705,1.152539385
"ul:bib",186,-1.59376395,-1.662602655,-1.509434955,1.04753243967492,54.2049590114052,0.541719077568134,4770,0.883364735,0.845132187,0.920667203
"ul:bicycle",187,-2.1411848,-2.21009574,-2.08263542,1.01864610616222,147.930878970018,0.60251572327044,4770,1.32447235,1.270979915,1.3968125
