"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs","lambda","lambda_q5","lambda_q95"
"ul:clean (description)",94,-0.996244745,-1.20723594,-0.7841654975,1.00002354177473,8742.68452823054,0.374749498997996,499,1.47656615,1.249388445,1.74746362
"ul:clock",95,-1.45729755,-1.73371097,-1.19256488,1.00191815542621,7856.05331235577,0.418837675350701,499,0.905299685,0.787068836,1.040668165
"ul:close",96,-0.700233635,-0.9347111035,-0.459741907,1.00269712280422,8222.72981867243,0.352705410821643,499,1.17073605,1.00181827,1.359448615
"ul:coat",97,-1.16092515,-1.441479745,-0.877717756,1.00117063956138,9415.2404617322,0.394789579158317,499,0.89751313,0.7748565975,1.036696995
"ul:cockadoodledoo",98,-0.43919302,-0.7925568545,-0.08249923285,1.0021869514316,7849.95703473881,0.348697394789579,499,0.61840815,0.536003103,0.7067585555
"ul:coffee",99,0.1611034,-0.11320922,0.455369632,1.00035439286739,7562.84658933142,0.290581162324649,499,0.923579265,0.7939073765,1.071104725
"ul:cold",100,-1.81658665,-2.05959605,-1.576949115,1.00181759703548,9651.13556943807,0.44689378757515,499,1.1087948,0.953495496,1.28347359
"ul:comb (object)",101,-0.251397135,-0.521173583,0.0245529495499999,1.00077352718277,7607.93512402469,0.32064128256513,499,0.969043405,0.8336380945,1.120686365
"ul:cookie",102,-3.1351783,-3.38237059,-2.88697202,1.00266183135815,8299.90581493824,0.561122244488978,499,1.06594015,0.9191825225,1.23851933
"ul:cow",103,-2.7573917,-3.039739975,-2.4794715,1.00347667280223,11207.7514575355,0.529058116232465,499,0.894240255,0.775847144,1.027559125
"ul:cracker",104,-2.8089514,-3.060978905,-2.5501262,1.00160040431684,9399.36169978382,0.533066132264529,499,0.94124433,0.813316294,1.084711525
"ul:crib",105,0.451979055,0.2000341965,0.717239964,1.00377060782546,8158.54816793,0.264529058116232,499,1.12127315,0.95607527,1.309181735
"ul:cry",106,-0.64268622,-0.8925366225,-0.393328333000001,0.999616333890693,8419.75595688422,0.348697394789579,499,1.1150677,0.9551287015,1.300840315
"ul:cup",107,-2.6242058,-2.872845605,-2.36846293,1.00164684432857,7885.73399083244,0.517034068136273,499,1.01305775,0.8756400905,1.164896005
"ul:cute",108,0.92759645,0.620414409,1.243298685,1.00130222076592,7316.86224654647,0.236472945891784,499,0.920885995,0.7874524955,1.076890345
"ul:daddy",109,-7.99501545,-8.62090191,-7.46353527,1.0003205125492,5533.1585078583,0.867735470941884,499,0.57641917,0.4898518295,0.6764874565
"ul:dance",110,-0.97207882,-1.20853164,-0.7231864975,1.00102468868084,8798.52105436057,0.374749498997996,499,1.18701675,1.02747121,1.380840575
"ul:dark",111,-0.20505521,-0.4527474665,0.0521643394499998,1.00108909841872,9089.49640003299,0.314629258517034,499,1.0981263,0.941173264,1.276222335
"ul:day",112,1.4364113,1.150148575,1.758689515,1.00111140299404,8270.85342760526,0.200400801603206,499,0.994294715,0.845531882,1.164165895
"ul:deer",113,0.88852173,0.5701143655,1.233856345,1.00133917748814,7171.11044548652,0.24248496993988,499,0.82890978,0.710821044,0.9612270555
"ul:diaper",114,-2.4367135,-2.691788985,-2.17203662,1.00136775579777,10214.206714235,0.501002004008016,499,0.94765146,0.8246883425,1.08901806
"ul:dinner",115,-0.035391898,-0.296800438,0.2366138865,1.00235511515205,8104.52915214703,0.302605210420842,499,1.04406835,0.895968173,1.20497385
"ul:dirty",116,-1.312703,-1.543744695,-1.072718485,1.00068288368701,8405.88278780364,0.402805611222445,499,1.22502755,1.051996545,1.42971566
"ul:dish",117,0.96624887,0.679948994,1.26218136,0.999500580125355,7650.44078454009,0.232464929859719,499,0.966718995,0.825281239,1.127397435
"ul:dog",118,-5.451332,-5.79682425,-5.1225662,0.999817044365787,8335.96781256264,0.743486973947896,499,0.74196135,0.6325611425,0.8623501995
"ul:doll",119,-1.6597143,-1.958825955,-1.35106318,1.00175709435474,8641.57394514824,0.438877755511022,499,0.731722035,0.637298792,0.838372509
"ul:don't",120,0.22619043,-0.107566568,0.591208284,1.00078681110138,8810.14123569156,0.296593186372746,499,0.67839338,0.590080939,0.7770540825
"ul:donkey",121,1.6799057,1.320696165,2.08085788,0.999828759141147,7106.68738150052,0.198396793587174,499,0.716837725,0.613698008,0.8329611435
"ul:door",122,-2.5355758,-2.779422655,-2.296507425,1.00081112752518,9534.56733951186,0.509018036072144,499,1.0842064,0.9349367285,1.24844072
"ul:down",123,-2.3180505,-2.573697115,-2.05958845,1.00137928433902,9739.55351593356,0.490981963927856,499,0.92274193,0.7944304445,1.06197807
"ul:draw",124,0.131656415,-0.110671914,0.3858988615,1.00073875051816,9370.03369853999,0.286573146292585,499,1.21421105,1.040829855,1.428395345
"ul:drawer",125,0.89896875,0.631518419,1.173186165,1.00024505884066,7237.68048548061,0.234468937875752,499,1.0523554,0.898183875,1.237545665
"ul:dress (object)",126,0.024782078,-0.2440477015,0.292253017,1.00008347554043,8599.48510099396,0.298597194388778,499,1.0063277,0.87413648,1.167203805
"ul:drink (action)",127,-1.794682,-2.03473955,-1.543867865,0.999735701738649,9636.69821057148,0.444889779559118,499,1.0798242,0.9262459555,1.25038686
"ul:drink (beverage)",128,-2.0303201,-2.29770868,-1.758369295,1.00141735575854,9294.59997289433,0.466933867735471,499,0.897350475,0.7800392465,1.03075026
"ul:drive",129,-0.15958494,-0.385675864,0.0716609037499999,1.00183730271501,9098.2516576401,0.306613226452906,499,1.4398941,1.216589055,1.716232565
"ul:dry (description)",130,0.315723965,0.059733904,0.5857728325,0.999902257946336,9502.52912723098,0.274549098196393,499,1.11643735,0.9554167175,1.307557015
"ul:duck",131,-3.98238995,-4.29685609,-3.669829685,1.0023733238454,8509.02943563278,0.629258517034068,499,0.707688285,0.6151467715,0.811177878
"ul:ear",132,-2.9489521,-3.18046799,-2.73278866,1.00165742572195,10688.5067675806,0.545090180360721,499,1.2145141,1.04149931,1.409435675
"ul:eat",133,-2.1874731,-2.441852085,-1.937489985,0.999960883727528,9745.64524306625,0.478957915831663,499,1.0562796,0.912548469,1.223983195
"ul:egg",134,-1.2461667,-1.517447535,-0.967523761,1.00113742836966,9306.07695082191,0.400801603206413,499,0.93722996,0.8105155765,1.070271645
"ul:elephant",135,-1.3257855,-1.55917343,-1.093049395,1.00085812243334,8664.4982468324,0.404809619238477,499,1.149034,0.9865677325,1.338280215
"ul:empty",136,0.36952284,0.1123617445,0.6390541865,0.999731646216596,7812.89734884684,0.272545090180361,499,1.0372295,0.883734538,1.214239
"ul:eye",137,-3.8184206,-4.07551994,-3.57011173,1.00098127325776,11479.0705097839,0.62124248496994,499,1.00433665,0.869889358,1.162029665
"ul:face",138,-0.76492433,-0.990743728,-0.538868832,1.00067184162026,9547.47711121234,0.356713426853707,499,1.29420185,1.09987022,1.514053765
"ul:fall",139,-0.767360775,-1.008927565,-0.525496439,1.0022989182837,9035.67552139184,0.35871743486974,499,1.1600274,0.994842593,1.347070555
"ul:fast",140,0.4406089,0.2021587715,0.6849024685,1.00098843594889,7145.94535568734,0.2625250501002,499,1.31788375,1.113752165,1.554537345
"ul:feed",141,0.775491175,0.5348442815,1.01302555,1.00054996118827,8504.17087417566,0.238476953907816,499,1.3450813,1.13192465,1.59746808
"ul:fine",142,2.31273495,1.97490874,2.671209355,1.00093539004611,7903.79439510307,0.150300601202405,499,0.94446215,0.794521311,1.11749512
"ul:finger",143,-0.84875897,-1.065028385,-0.6283371005,1.00309759708005,9685.57111844933,0.362725450901804,499,1.4207597,1.200951785,1.68364032
"ul:finish",144,1.1497227,0.852689228,1.469109485,1.00310839926846,7356.12438111606,0.220440881763527,499,0.9571443,0.8143788785,1.12181695
"ul:firetruck",145,-0.31635663,-0.5692627365,-0.0494167757500005,1.0050411389616,8480.74571900158,0.322645290581162,499,1.1155938,0.9605900795,1.297070935
"ul:fish (animal)",146,-2.6164604,-2.872586785,-2.359157515,1.00084443076142,7904.92671445633,0.517034068136273,499,0.914694225,0.794833932,1.04998022
"ul:fish (food)",147,-1.42515885,-1.699159205,-1.143700815,1.00155344158364,7942.29424690234,0.416833667334669,499,0.858770425,0.7488903285,0.9827447555
"ul:flower",148,-1.8472632,-2.081203525,-1.617820175,0.999625288803143,8006.78236359492,0.448897795591182,499,1.20706225,1.03233861,1.40429891
"ul:food",149,-0.69350985,-0.933729509,-0.4433371375,1.00372895988746,9093.2013746754,0.352705410821643,499,1.137388,0.974769543,1.325125655
"ul:foot",150,-2.3349079,-2.555821815,-2.108417145,1.00488251105558,9179.75423652042,0.490981963927856,499,1.2457962,1.06843786,1.44469505
"ul:fork",151,-1.2709491,-1.489232195,-1.053408665,1.00155477462237,9113.62124891993,0.398797595190381,499,1.3588607,1.15090601,1.599940165
"ul:frog",152,-1.56775685,-1.796383785,-1.34455147,1.00121263265366,9300.26608015165,0.424849699398798,499,1.2435107,1.06754694,1.440120225
"ul:garage",153,0.45857169,0.2236769685,0.7029848715,0.999787448364741,8178.27579372125,0.2625250501002,499,1.2228445,1.03741628,1.43934191
"ul:garden",154,1.9863275,1.673195955,2.33653622,1.00192553261538,6765.72681249794,0.170340681362725,499,0.897014545,0.7595861995,1.056718425
"ul:gentle",155,0.488969015,0.177054479,0.8114973585,1.00181952347681,8642.07309239215,0.268537074148297,499,0.864684255,0.7465817515,1.00145933
"ul:get",156,-0.34455934,-0.611393136,-0.08306690765,1.00183479433512,9827.52479103593,0.326653306613226,499,1.0450692,0.9030833455,1.204887445
"ul:giraffe",157,-0.435360585,-0.6638167055,-0.1977937185,1.00167099672371,8552.18996475114,0.330661322645291,499,1.2379046,1.05028798,1.447512215
"ul:girl",158,-0.7096912,-0.974885305,-0.442297691,1.00138075081269,8641.21894492891,0.356713426853707,499,0.960380245,0.8291169805,1.1077118
"ul:give",159,0.349864385,0.0876245303,0.617975111,1.00137226140551,8219.27382283184,0.272545090180361,499,1.1028961,0.943446175,1.2896902
"ul:glass",160,-0.00928974095,-0.2647864915,0.254389386,1.00141720271502,10008.325047896,0.298597194388778,499,1.13820545,0.9765898955,1.333994705
"ul:glasses",161,-0.99245541,-1.23898784,-0.7378448195,1.0005047898498,8604.4245277017,0.37875751503006,499,1.0223943,0.880387546,1.181000895
"ul:go",162,-2.43688005,-2.741774605,-2.136420655,1.00370681145451,9387.2888536108,0.503006012024048,499,0.73619572,0.639412182,0.842960243
"ul:good",163,-0.777298305,-1.04617602,-0.507767161,1.00357008523519,8969.36689100185,0.362725450901804,499,0.946379455,0.821067034,1.094473285
"ul:good night",164,-3.80206605,-4.093123245,-3.514221015,1.00040859430392,8576.99346123919,0.617234468937876,499,0.801322975,0.6928021895,0.9261117175
"ul:goose",165,1.1190932,0.8005860225,1.4725518,0.999710634287585,7637.76411754058,0.228456913827655,499,0.795831365,0.6846265295,0.9201379385
"ul:grandma",166,-3.5699359,-3.8637901,-3.274340915,1.00096709784101,8023.60306198072,0.597194388777555,499,0.77446704,0.672780627,0.884718268
"ul:grandpa",167,-2.8329536,-3.162600095,-2.49125337,1.00255760824334,10586.7083036315,0.535070140280561,499,0.632615985,0.551881433,0.721826372
"ul:grrr",168,-4.80844235,-5.263812645,-4.37644576,0.999438345322166,7318.85428292094,0.671342685370741,499,0.45585364,0.396015457,0.521034665
"ul:hair",169,-2.65524975,-2.87986523,-2.432674635,0.999820681081964,9581.02114533352,0.519038076152305,499,1.1889358,1.02659495,1.378545925
"ul:hammer",170,0.39623918,0.1298871885,0.6836974435,1.00091372607981,8121.86878431236,0.272545090180361,499,0.949486085,0.8154354675,1.10288805
"ul:hand",171,-1.7063432,-1.94276976,-1.46764817,1.00083200961967,10547.5607096179,0.43687374749499,499,1.2047213,1.038055425,1.395606765
"ul:happy",172,-0.6149823,-0.883069894,-0.3428598285,1.00196238348232,7975.57430916684,0.348697394789579,499,0.982371255,0.844592634,1.13887012
"ul:hard",173,1.0539242,0.7934479915,1.316901345,1.00059483434429,7402.45206117891,0.220440881763527,499,1.25865545,1.05426417,1.484548015
"ul:hat",174,-3.0385845,-3.285189765,-2.798523005,1.00258497588601,8775.12043555601,0.55310621242485,499,1.04783955,0.904928292,1.21076554
"ul:head",175,-1.7670707,-1.970427935,-1.565261565,1.00189888913764,9825.5555883892,0.440881763527054,499,1.5448997,1.302486115,1.83043816
"ul:hello",176,-2.24878605,-2.568786585,-1.93790825,0.999919058498982,8638.86019320881,0.488977955911824,499,0.639882415,0.5602927935,0.7312287365
"ul:help",177,-1.02040615,-1.26729687,-0.772115725,1.00073544097976,8261.80457367364,0.380761523046092,499,1.02502055,0.8881040995,1.176073145
"ul:hi",178,-5.81853915,-6.208269565,-5.457298625,1.00025433398224,7699.58220295288,0.765531062124248,499,0.69264313,0.5908293255,0.8072666365
"ul:high chair",179,-0.10264681,-0.3848967545,0.1895881125,1.00092552458112,8803.54878914755,0.31062124248497,499,0.922105015,0.791653643,1.066654225
"ul:hit",180,-0.21358026,-0.447349963,0.0218826483499999,1.00233616295931,7009.14070342822,0.312625250501002,499,1.2630968,1.07584262,1.472196985
"ul:home",181,-1.51185415,-1.743191525,-1.267819055,0.999771589590958,9005.75578328761,0.420841683366733,499,1.10347825,0.954642778,1.2768147
"ul:horse",182,-2.0570296,-2.281931545,-1.823077,0.999546125126528,9479.26732838203,0.466933867735471,499,1.12896525,0.971295563,1.303301245
"ul:hot",183,-3.3247922,-3.615384845,-3.04008967,1.00002418898193,9929.70162146277,0.577154308617234,499,0.79191231,0.6873482245,0.90996161
"ul:house",184,-1.03597565,-1.276110665,-0.7856077085,1.0001193842015,8888.73301475951,0.380761523046092,499,1.1030188,0.9452259835,1.28452003
"ul:how",185,2.2373987,1.90296571,2.613873715,0.999994870279372,7397.12672637063,0.156312625250501,499,0.89855114,0.7616703765,1.059331195
