"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs"
"ul:balloon",32,-4.18755395,-4.306607305,-4.065105025,1.00380167229337,1942.53916284311,0.554976550286608,1919
"ul:banana",33,-4.4839689,-4.59937774,-4.37215559,1.0013487391516,2268.88583406381,0.58676393955185,1919
"ul:bath",34,-3.63900265,-3.76463668,-3.518620705,1.00234146215035,1918.05495553765,0.50078165711308,1919
"ul:bathroom",35,-0.733697195,-0.894694136,-0.577062232,1.00508020104637,956.645667439267,0.313183949973945,1919
"ul:bathtub",36,-2.0175248,-2.167366855,-1.863877675,1.01716490963031,497.416930756209,0.378322042730589,1919
"ul:beach",37,0.535886605,0.355360552,0.7018248315,1.00314664723902,541.73001964841,0.254299114121939,1919
"ul:beads",38,1.72485355,1.560957635,1.88785455,1.00175247222319,1393.93332035301,0.193850964043773,1919
"ul:bear",39,-3.3728513,-3.507445525,-3.24341992,1.00234291479891,1267.48737329194,0.476810838978635,1919
"ul:bed",40,-1.737865,-1.8938556,-1.56907669,1.00352814931432,669.494389094197,0.362688900468994,1919
"ul:bedroom",41,-0.0134261985,-0.189136416,0.1584873265,1.00419517395104,873.280288084699,0.280354351224596,1919
"ul:bee",42,-2.03050895,-2.180686275,-1.88166393,1.00192260231043,990.053318669208,0.379364252214695,1919
"ul:belly button",43,-2.3122221,-2.45308612,-2.164348835,1.01000080835452,583.176040313292,0.397081813444502,1919
"ul:bib",44,-1.2418673,-1.405161985,-1.07587741,1.00659487585393,570.949007055603,0.33715476810839,1919
"ul:bicycle",45,-1.6333143,-1.788746125,-1.475613255,1.00861682266528,971.4013826361,0.357477853048463,1919
"ul:big",46,-1.3944564,-1.56163993,-1.233403645,1.02115582083404,355.387059562816,0.34549244398124,1919
"ul:bird",47,-4.20819005,-4.3231343,-4.0921688,1.0025720876782,2181.81068696486,0.557582073996873,1919
"ul:bite",48,-1.63157505,-1.78267305,-1.459688675,1.00787320931365,920.21747931291,0.35695674830641,1919
"ul:blanket",49,-2.27552465,-2.42897227,-2.12767302,1.00655004874052,530.708586255429,0.394476289734237,1919
"ul:blocks",50,-2.24302935,-2.39178839,-2.09565092,1.00046338443239,830.848645984986,0.392391870766024,1919
"ul:blow",51,-1.03958295,-1.21483415,-0.857883921,1.00337840171015,437.051076403074,0.327774882751433,1919
"ul:blue",52,-1.12242125,-1.295450965,-0.9596504095,1.00224993852335,732.299201890781,0.331943720687858,1919
"ul:book",53,-4.5427754,-4.65269378,-4.433203905,1.00576639891447,2534.45642133279,0.593017196456488,1919
"ul:boots",54,-0.8269393,-0.9953042825,-0.6486064275,1.00911462488874,1087.9860575909,0.31735278791037,1919
"ul:bottle",55,-4.1350869,-4.253858045,-4.01773961,1.002179027447,1507.16161613833,0.549765502866076,1919
"ul:bowl",56,-1.47104325,-1.62637295,-1.30956088,1.01062489834032,678.679885857049,0.349140177175612,1919
"ul:box",57,-1.40423585,-1.565834635,-1.23915022,1.00619560296147,723.395125112242,0.34549244398124,1919
"ul:boy",58,-0.94798684,-1.123965755,-0.771673301,1.00305492664901,484.573215717046,0.323084940072955,1919
"ul:bread",59,-1.9039237,-2.063928255,-1.731327255,1.00104278034428,633.495174957875,0.372068785825951,1919
"ul:break",60,-0.337426175,-0.513986793,-0.1545429865,1.01306472798601,463.489963466454,0.294945284002084,1919
"ul:breakfast",61,-0.458298315,-0.6268789075,-0.2843832885,1.0009049026107,678.169695159619,0.300677436164669,1919
"ul:bring",62,0.77126693,0.605701363,0.943805172,1.00490519216676,1269.78774064329,0.242313705054716,1919
"ul:broken",63,-0.86449149,-1.054118335,-0.6936287005,1.01948347870344,233.398194110632,0.319437206878583,1919
"ul:broom",64,-1.017379,-1.196901535,-0.8493345515,1.0008008457768,598.61498167858,0.326732673267327,1919
"ul:brother",65,0.89592079,0.72878313,1.05679322,1.00267863745969,747.796544648405,0.236581552892131,1919
"ul:brush (object)",66,-1.9432529,-2.090456845,-1.79577175,1.00869336936738,1210.69818174574,0.374153204794164,1919
"ul:bubbles",67,-3.47472185,-3.605230805,-3.34497223,1.00302644530767,1535.08519290429,0.486190724335591,1919
"ul:bug",68,-1.82366955,-1.973045095,-1.66539322,1.01508134501478,719.672986543975,0.367378843147473,1919
"ul:bump",69,0.0737116995,-0.08767698355,0.2337110245,1.01001635671078,890.476425691932,0.276185513288171,1919
"ul:bunny",70,-2.4880224,-2.63237397,-2.341816735,1.00558817095765,692.29590989677,0.408025013027619,1919
"ul:bus",71,-1.9009838,-2.05807032,-1.74401584,1.00192410987772,781.548493713087,0.372068785825951,1919
"ul:butter",72,-0.2933682,-0.4702251995,-0.1222373745,1.00500827461325,525.258358774282,0.293381969775925,1919
"ul:butterfly",73,-1.12486885,-1.289650275,-0.9642202715,1.01058233331554,907.55190293738,0.331422615945805,1919
"ul:button",74,-2.1344631,-2.291527125,-1.982636425,1.00380083242167,499.930553118819,0.385617509119333,1919
"ul:bye",75,-5.9333763,-6.0477081,-5.818040535,1.00235249314896,2394.16849775735,0.746221990620115,1919
"ul:cake",76,-1.3241605,-1.492009085,-1.158020435,1.0022724847777,763.626561228017,0.341323606044815,1919
"ul:candy",77,-1.2051131,-1.368223515,-1.041864615,1.00557442165805,956.990179537573,0.33559145388223,1919
"ul:car",78,-3.548789,-3.67019901,-3.425496925,1.00171837020666,1697.23620459734,0.492443981240229,1919
"ul:careful",79,0.316607275,0.1401374905,0.488060457,1.0069013558665,413.982110838935,0.264721208963002,1919
"ul:carrot",80,-0.792498095,-0.9598397,-0.622905475,1.00151925671915,1042.89215459339,0.315789473684211,1919
"ul:cat",81,-4.05804665,-4.180845855,-3.938262285,1.00225162682342,2464.52327284328,0.541948931735279,1919
"ul:cereal",82,-1.5488486,-1.712414915,-1.380961545,1.00790281839655,659.479043388935,0.353309015112037,1919
"ul:chair",83,-2.01906745,-2.168413935,-1.866390635,1.01378468819741,545.664046551828,0.379364252214695,1919
"ul:cheek",84,-0.63495978,-0.8140925025,-0.4724558045,1.0100751773625,342.86918851286,0.30901511203752,1919
"ul:cheerios",85,-1.21498415,-1.37091665,-1.036553185,1.00235818302852,737.673391244511,0.336112558624283,1919
"ul:cheese",86,-3.4516074,-3.577731945,-3.326855355,1.00271635652181,1707.87856777882,0.483585200625326,1919
"ul:chicken (animal)",87,-1.12083945,-1.28289431,-0.949287134,1.00909870888085,882.44182221833,0.331422615945805,1919
"ul:chicken (food)",88,-1.2297761,-1.40406612,-1.05975881,1.04473573279289,78.9160181924452,0.336633663366337,1919
"ul:child",89,3.2273337,3.054115135,3.40238304,1.00063541195952,1373.87768040842,0.118290776446066,1919
"ul:child's own name",90,-2.75395445,-2.88742897,-2.61570864,1.00822956129114,815.946913077487,0.427305888483585,1919
"ul:choo choo",91,-2.973542,-3.108238785,-2.837304925,1.00439602533151,1038.75465403643,0.443460135487233,1919
"ul:church",92,1.46608795,1.303670395,1.624347585,1.00132764090059,1134.62862083219,0.207399687337155,1919
"ul:clean (action)",93,-0.605012315,-0.7736589785,-0.427275338,1.00865288694441,879.072370268736,0.30745179781136,1919
"ul:clean (description)",94,-0.627523875,-0.803291355,-0.445944499,1.00311081375303,569.571475284032,0.308494007295466,1919
"ul:clock",95,-1.52302075,-1.690951555,-1.361003355,1.00153265616691,776.242061928449,0.351745700885878,1919
"ul:close",96,-0.67072651,-0.849639206,-0.4900261295,1.00454851936071,490.730786273399,0.310578426263679,1919
"ul:coat",97,-0.495289805,-0.6668116335,-0.3215387105,1.00547731396673,817.555678182929,0.302240750390829,1919
"ul:cockadoodledoo",98,-0.70521155,-0.8861290365,-0.530308911,1.00450758679306,749.010012486454,0.312141740489838,1919
"ul:coffee",99,-0.063192885,-0.236705032,0.111671176,1.00136740695529,1002.59872661937,0.282438770192809,1919
"ul:cold",100,-1.9436448,-2.11061415,-1.77695202,1.00935828046663,366.784484759499,0.374674309536217,1919
"ul:comb (object)",101,-0.141150635,-0.3154898575,0.0335317312,1.01790634357521,501.267334848919,0.286086503387181,1919
"ul:cookie",102,-3.59570865,-3.71460343,-3.47152869,1.00301996141213,1189.03025056947,0.496612819176655,1919
"ul:cow",103,-2.5221634,-2.656787865,-2.37228562,1.00727407142996,878.622312650184,0.410109431995831,1919
"ul:cracker",104,-3.37634005,-3.499422265,-3.245136565,1.00621111502467,1190.67077112476,0.476810838978635,1919
"ul:crib",105,0.32895493,0.1552195985,0.497114789,1.00746105323075,683.54498844389,0.264200104220948,1919
"ul:cry",106,-0.856075175,-1.02607613,-0.6826895485,1.00364989698521,652.930152268911,0.318916102136529,1919
"ul:cup",107,-2.6226716,-2.7623536,-2.47547586,1.00176144229648,1011.14282320393,0.417404898384575,1919
"ul:cute",108,1.04210255,0.8834631175,1.205178515,1.00335250055275,1267.61817541973,0.228764981761334,1919
"ul:daddy",109,-7.37115955,-7.514826055,-7.22973947,1.00188917156493,3129.38598465242,0.876498176133403,1919
"ul:dance",110,-0.876671005,-1.05090866,-0.700886995,1.00161094073716,700.818650057757,0.319958311620636,1919
"ul:dark",111,0.17161091,-0.005866991055,0.333530022,1.00547960761334,754.995343668088,0.271495570609693,1919
"ul:day",112,1.8666032,1.70619222,2.02444227,1.00132530190994,1773.55296638366,0.186555497655029,1919
"ul:deer",113,0.40325379,0.2323671505,0.588084923,1.00448081377651,564.71749486844,0.260552371026576,1919
"ul:diaper",114,-3.07582045,-3.201287865,-2.94709645,1.00434964829687,862.67079415917,0.451797811360083,1919
"ul:dinner",115,-0.52116803,-0.711142993,-0.3396165175,1.01081075343786,413.375904925968,0.303282959874935,1919
"ul:dirty",116,-1.5348797,-1.692760215,-1.373284505,1.00757647473027,427.782195287399,0.351745700885878,1919
"ul:dish",117,0.819590245,0.6481215415,0.9885999735,1.0044757316328,958.622953582062,0.240229286086503,1919
"ul:dog",118,-5.4837479,-5.594882755,-5.368722165,1.00128285421952,3515.51401031144,0.697759249609171,1919
"ul:doll",119,-1.99023795,-2.1412185,-1.820061475,1.00784362484874,656.316895110092,0.376758728504429,1919
"ul:don't",120,-0.420775125,-0.592332593,-0.246456255,1.00205956967977,718.839520214984,0.29911412193851,1919
"ul:donkey",121,1.2569472,1.08715825,1.423602,1.00629975888357,759.836436247103,0.218342886920271,1919
"ul:door",122,-2.5295116,-2.672511495,-2.392458095,1.00063160054207,1276.57888823078,0.411151641479937,1919
"ul:down",123,-2.97592505,-3.1126407,-2.834250485,1.00854163498791,861.607950001698,0.443981240229286,1919
"ul:draw",124,0.189214215,0.0169984954,0.362129092,1.00712640197718,839.756542169422,0.270974465867639,1919
"ul:drawer",125,1.0366447,0.8701136785,1.200837445,1.00449813108187,590.824205447381,0.229286086503387,1919
"ul:dress (object)",126,0.244421755,0.08327285745,0.403798279,1.00108253459534,818.4342185626,0.268368942157374,1919
"ul:drink (action)",127,-1.97581005,-2.13095187,-1.81728957,1.00202001361457,533.275944529408,0.376237623762376,1919
"ul:drink (beverage)",128,-2.40456445,-2.547882725,-2.253465945,1.01723023342093,480.192644907218,0.402292860865034,1919
"ul:drive",129,-0.15372673,-0.322719191,0.0195040072,1.01832675522927,894.438733887898,0.286086503387181,1919
"ul:dry (description)",130,0.215155115,0.03805147865,0.388633447,1.00345356282352,468.870053377896,0.26941115164148,1919
"ul:duck",131,-4.32734795,-4.443716595,-4.209672285,1.00090227478143,2052.53955519846,0.569567483064096,1919
"ul:ear",132,-2.8639102,-2.998573675,-2.72593133,1.0014796486947,982.487224712417,0.435122459614383,1919
"ul:eat",133,-2.0337546,-2.184813885,-1.89072912,1.00481596915923,1142.66227064234,0.379885356956748,1919
"ul:egg",134,-1.4378461,-1.595508845,-1.27105386,1.00624777744101,1243.08888592747,0.3470557582074,1919
"ul:elephant",135,-1.2943259,-1.459997385,-1.11497642,1.03059551023425,315.97134008229,0.340281396560709,1919
"ul:empty",136,0.600512455,0.441234276,0.762720639,1.00400400849375,825.074018509795,0.25117248566962,1919
"ul:eye",137,-3.7988749,-3.92018525,-3.676720325,1.00210433699468,1369.97024385875,0.515893694632621,1919
"ul:face",138,-0.639723925,-0.8130339365,-0.470064419,1.00134422560782,770.544290530037,0.30901511203752,1919
"ul:fall",139,-0.90262772,-1.0787618,-0.73566885,1.00351884962376,935.514461286602,0.321000521104742,1919
"ul:fast",140,0.36299099,0.185483202,0.5393982355,1.00087533333841,481.048291161029,0.262636789994789,1919
"ul:feed",141,0.693686855,0.5219509385,0.8564241355,1.00342974324463,1183.25161053065,0.246482542991141,1919
"ul:fine",142,2.71701145,2.554059275,2.878734755,1.00395353198274,1694.84108870211,0.142782699322564,1919
"ul:finger",143,-0.97327776,-1.145117445,-0.8015613755,1.01257837087373,742.99355159369,0.324127149557061,1919
"ul:finish",144,1.43442265,1.27392507,1.595814125,1.00303234128911,1334.49657572697,0.208963001563314,1919
"ul:firetruck",145,-0.519074805,-0.6954832055,-0.349039916,1.00365020769464,842.142463584723,0.303282959874935,1919
"ul:fish (animal)",146,-3.21651115,-3.343558175,-3.08285883,1.00539612227478,943.514443219838,0.463262115685253,1919
"ul:fish (food)",147,-1.6735274,-1.827167885,-1.505517565,1.0038624439314,506.676479183051,0.359041167274622,1919
"ul:flower",148,-2.35343325,-2.49845654,-2.21964615,1.00132682144944,1036.21968590002,0.399687337154768,1919
"ul:food",149,-0.748249065,-0.9204205025,-0.579647474,1.0109081276198,636.677795802422,0.313705054715998,1919
"ul:foot",150,-2.19605255,-2.34128131,-2.052527155,1.00510119856059,925.191516617733,0.389786347055758,1919
"ul:fork",151,-1.1671156,-1.34086258,-0.993631969,1.02994607174122,169.781954375973,0.334028139656071,1919
"ul:frog",152,-1.46022785,-1.61877134,-1.29010753,1.00485152666968,916.030600957052,0.348097967691506,1919
"ul:garage",153,0.65585287,0.483196949,0.817360071,1.00708909452703,893.249594727036,0.248566961959354,1919
"ul:garden",154,1.8747725,1.7079651,2.046356295,1.00120521299185,1398.68255554678,0.186034392912976,1919
"ul:gentle",155,1.4701783,1.304113535,1.637641165,1.0084023035346,1343.80308781104,0.206878582595102,1919
"ul:get",156,-0.78928103,-0.9558470295,-0.6173419405,1.0065945728411,1200.86141274958,0.315789473684211,1919
"ul:giraffe",157,-0.67814363,-0.857095915,-0.5030462855,1.01103029021697,416.814579570532,0.311099531005732,1919
"ul:girl",158,-0.69741805,-0.871284806,-0.531121329,1.00146397473082,833.903031945983,0.311620635747785,1919
"ul:give",159,0.0062000582,-0.162711984,0.1822593765,1.00595414968457,934.256688219912,0.27931214174049,1919
"ul:glass",160,0.3734161,0.213743844,0.5438469615,1.0093586727712,1037.61604047173,0.261594580510683,1919
"ul:glasses",161,-1.2608133,-1.427978315,-1.093248605,1.00175322476936,554.177151616828,0.338196977592496,1919
"ul:go",162,-2.76817065,-2.910343965,-2.61791021,1.00152994909326,705.236210811436,0.427826993225638,1919
"ul:good",163,-0.951350195,-1.11927839,-0.781504096,1.00167275693336,821.340636340822,0.323606044815008,1919
"ul:good night",164,-3.8082155,-3.925024025,-3.686751325,1.00696324903536,1261.90677542865,0.516935904116727,1919
"ul:goose",165,0.78646089,0.6187926535,0.9575635425,1.0065406034841,1074.74047163135,0.241792600312663,1919
"ul:grandma",166,-3.85435925,-3.97188846,-3.73058628,1.00423218561035,1599.21502362887,0.521104742053153,1919
"ul:grandpa",167,-3.3644084,-3.488739135,-3.23362571,1.00393073850297,1094.0314040202,0.475768629494528,1919
"ul:grrr",168,-4.6588584,-4.774024925,-4.54493921,1.00135129034086,3002.47588964762,0.606044815007817,1919
"ul:hair",169,-2.51297675,-2.65672141,-2.37505045,1.00360133852043,700.401178916087,0.410109431995831,1919
"ul:hammer",170,0.3426139,0.1660741505,0.519003229,1.00179104782535,644.737437745131,0.263678999478895,1919
"ul:hand",171,-1.74189295,-1.90502633,-1.582596665,1.01170338881318,717.840796108129,0.363731109953101,1919
"ul:happy",172,-0.369867085,-0.5451677515,-0.197539077,1.00381470893232,665.35271712977,0.296508598228244,1919
"ul:hard",173,1.26631335,1.10161544,1.43837607,1.0037906098826,783.387188925138,0.217821782178218,1919
"ul:hat",174,-3.25664335,-3.381849345,-3.11869349,1.00574259212299,1091.20998536593,0.466388744137572,1919
"ul:head",175,-1.6063997,-1.7641999,-1.44307867,1.0120131457775,622.664798173898,0.355914538822303,1919
"ul:hello",176,-2.5599272,-2.70573265,-2.407814625,1.00182035778848,740.693263058666,0.41323606044815,1919
"ul:help",177,-1.08872105,-1.260791515,-0.925860995,1.0062164772957,1130.92660030526,0.330380406461699,1919
"ul:hi",178,-5.5495084,-5.66555179,-5.44001834,1.00381084092982,2554.38564535457,0.705054715997916,1919
"ul:high chair",179,0.273878865,0.1031342125,0.442275246,1.00039877990403,676.485942488598,0.266805627931214,1919
"ul:hit",180,-0.441251315,-0.610395981,-0.2711297635,1.00894059640533,639.769642357437,0.299635226680563,1919
"ul:home",181,-1.43848985,-1.60983039,-1.271267665,1.0056898072716,378.110252688536,0.3470557582074,1919
"ul:horse",182,-2.3266212,-2.466085575,-2.175606945,1.00495863103788,700.169376372704,0.397602918186556,1919
"ul:hot",183,-3.87902275,-3.996157825,-3.75682016,1.00367092596622,1578.91766577577,0.523710265763418,1919
"ul:house",184,-1.0486211,-1.225727015,-0.8706946755,1.00274110943016,571.279830963682,0.328295987493486,1919
"ul:how",185,2.37338725,2.21065876,2.53146198,1.00662631696258,1753.99343912427,0.160500260552371,1919
"ul:hug",186,-1.47031675,-1.63940276,-1.30810346,1.00923671565076,602.848520781355,0.349140177175612,1919
"ul:hungry",187,-0.476127075,-0.647207707,-0.298363663,1.00354189615757,661.219072026363,0.301198540906722,1919
"ul:hurry",188,0.875864985,0.7083521815,1.04516169,1.00662212619764,904.996404986921,0.237623762376238,1919
"ul:hurt (description)",189,-0.34676146,-0.5168666975,-0.174632969,1.02180566209073,505.950554312942,0.295987493486191,1919
"ul:ice cream",190,-1.4301248,-1.58753231,-1.258466065,1.00595911888984,802.524283904945,0.3470557582074,1919
"ul:in",191,-0.88830825,-1.05976259,-0.727886851,1.00365959166193,883.367047694015,0.320479416362689,1919
"ul:inside",192,0.75346533,0.3268821305,1.23667994,1.00714202642066,819.690856116602,0.0118110236220472,1270
"ul:jacket",193,-0.51766334,-0.6970967645,-0.3451737185,1.00588730290536,862.02479158803,0.303282959874935,1919
"ul:jeans",194,1.31981005,1.15284865,1.48857518,1.00849672732661,1165.97763398352,0.214695153725899,1919
"ul:juice",195,-4.00882745,-4.12607169,-3.894009535,1.0011122274685,2108.07571967584,0.5372589890568,1919
"ul:jump",196,-0.993213655,-1.16694431,-0.8190042575,1.00887229637988,438.517442330127,0.325169359041167,1919
"ul:key",197,-3.36733535,-3.49652971,-3.24002529,1.00150856852953,705.225011827464,0.476289734236582,1919
"ul:kick",198,-0.370909035,-0.54249654,-0.1885864895,1.00577097870384,604.225777165372,0.296508598228244,1919
"ul:kiss",199,-1.8500227,-2.004803155,-1.68892505,1.00415431926605,698.044268480516,0.368942157373632,1919
"ul:kitchen",200,-0.526306275,-0.692541994,-0.339060397000001,1.00639929038147,699.948018857995,0.303804064616988,1919
"ul:kitty",201,-4.15116915,-4.262186195,-4.033854845,1.00025896283215,1949.99670382912,0.551328817092236,1919
"ul:knee",202,-1.22468735,-1.3986233,-1.062396415,1.00952914489339,693.923758302024,0.33715476810839,1919
"ul:lady",203,1.3131879,1.14579242,1.475843515,1.00367986749243,622.748798643547,0.215216258467952,1919
"ul:lamb",204,0.64522556,0.4760684565,0.8176997105,1.0048205670292,810.185768078164,0.249088066701407,1919
"ul:lamp",205,1.4866642,1.33216822,1.64857444,1.0003543836889,1553.43654822287,0.206357477853048,1919
"ul:later",206,1.1822166,1.01644611,1.35902864,1.00946570361868,710.266029208524,0.221990620114643,1919
"ul:leg",207,-0.863841045,-1.03226591,-0.6900894905,1.01277935123141,472.720639709503,0.319437206878583,1919
"ul:light (object)",208,-2.8437255,-2.98593215,-2.704312595,1.00246592637864,985.946701567858,0.434080250130276,1919
"ul:lion",209,-1.29126345,-1.447972155,-1.12684651,1.0020166852846,591.717291923861,0.339760291818656,1919
"ul:little (description)",210,-0.047135941,-0.214475814,0.127788928,1.00761582678236,911.849404373014,0.281396560708702,1919
"ul:living room",211,1.34986785,1.185190025,1.51193167,1.0054660397414,766.939690931755,0.213652944241793,1919
"ul:look",212,-0.946103525,-1.12274769,-0.770637766,1.00790755508591,771.784600170739,0.323606044815008,1919
"ul:love",213,-1.165034,-1.335066825,-0.9968569315,1.00863720928256,442.341603082986,0.333507034914018,1919
"ul:lunch",214,-0.24911346,-0.417886951,-0.0815843357000001,1.00088778252044,830.525590149992,0.291297550807712,1919
"ul:man",215,0.075462895,-0.100109028,0.2516545305,1.00789632049264,475.296652051632,0.275664408546118,1919
"ul:meat",216,0.615950835,0.448630286,0.788627144,1.00751063645713,1305.94845932643,0.250130276185513,1919
"ul:medicine",217,-0.5219178,-0.695251489,-0.351884089,1.00656857457136,452.154150066066,0.303804064616988,1919
"ul:meow",218,-4.28062395,-4.39673975,-4.1578555,1.00121464636169,2058.82987233923,0.564877540385618,1919
"ul:milk",219,-3.32538665,-3.459722305,-3.19799514,1.00360651871573,910.94178867847,0.472642001042209,1919
"ul:mommy",220,-7.3299624,-7.47175258,-7.183382835,1.00068894161352,2948.9303395863,0.873371547681084,1919
"ul:money",221,-1.03628115,-1.19177006,-0.8601988575,1.01605858219521,428.953357900882,0.327774882751433,1919
"ul:monkey",222,-1.6684501,-1.82832304,-1.504623845,1.01203355741407,497.02825441128,0.359041167274622,1919
"ul:moo",223,-4.43749445,-4.55128664,-4.32181234,1.00229945401648,3163.30219078642,0.582073996873372,1919
"ul:moon",224,-2.469998,-2.617546985,-2.32540705,1.00743202593889,612.057529732599,0.406982803543512,1919
"ul:more",225,-3.24321305,-3.367422925,-3.11750937,1.00226562985823,1498.29637367522,0.465867639395519,1919
"ul:morning",226,1.036054,0.879326919,1.189355655,1.00250815198356,1252.52519912616,0.229286086503387,1919
"ul:motorcycle",227,0.099025787,-0.06500188675,0.2696596845,1.00626880993463,440.501709019556,0.275143303804065,1919
"ul:mouse",228,-1.09848515,-1.267069965,-0.915955861,1.00123054859453,394.775586967139,0.330380406461699,1919
"ul:mouth",229,-2.1958991,-2.337155185,-2.048963495,1.00249097870699,902.719510990403,0.389265242313705,1919
"ul:nap",230,-1.32729465,-1.491465765,-1.16632456,1.0047294079743,1150.13023381562,0.341844710786868,1919
"ul:naughty",231,3.46678535,3.28110888,3.655730415,1.00167327516563,1571.84734158686,0.107347576862949,1919
"ul:necklace",232,0.10856117,-0.07671014005,0.284929046,1.01058388140144,215.028439393575,0.274622199062011,1919
"ul:nice",233,-0.201679945,-0.38205667,-0.0164179364,1.01163026955219,435.00872622485,0.288692027097447,1919
"ul:night",234,-0.350117195,-0.529776488,-0.182489328,1.00951121486189,620.429425566485,0.295466388744138,1919
"ul:no",235,-5.0543582,-5.164471955,-4.9404821,1.00231850241124,2995.73758016632,0.649817613340281,1919
"ul:none",236,2.94668235,2.77938342,3.1165046,1.00300317114102,2029.32843078617,0.131318394997394,1919
"ul:nose",237,-3.50406635,-3.62974153,-3.372589885,1.00044110063555,1330.73872129909,0.488275143303804,1919
"ul:not",238,1.07212265,0.902965785,1.22886738,1.01163189687681,869.65934292192,0.227722772277228,1919
"ul:now",239,0.163469055,-0.00666549033,0.3339706855,1.0025682608848,829.507438070394,0.272016675351746,1919
"ul:off",240,-1.81949325,-1.984968625,-1.654155695,1.00457064540736,537.414123985459,0.367378843147473,1919
"ul:old",241,2.0259885,1.86167289,2.194985275,1.0033279496491,1106.53962711067,0.178217821782178,1919
"ul:on",242,-1.74417875,-1.91911024,-1.577932945,1.00465097583497,590.660628896002,0.363210005211047,1919
"ul:open (action)",243,-1.59792595,-1.7630734,-1.424511985,1.0029412738142,637.339622010642,0.35539343408025,1919
"ul:orange (food)",244,-1.08328365,-1.257005685,-0.9103781735,1.00209416267673,801.715961372062,0.329859301719646,1919
"ul:other",245,1.87654995,1.708909595,2.042787285,1.00578326338615,1854.5790806469,0.186034392912976,1919
"ul:ouch",246,-3.72264135,-3.845291445,-3.59606113,1.00455054485056,1213.53583082656,0.508598228243877,1919
