"item","jj","delta_j","delta_j_q5","delta_j_q95","delta_j_rhat","delta_j_ess","emp_prod","n_obs","lambda","lambda_q5","lambda_q95"
"id:ない",57,-1.9436137,-2.434638865,-1.377770165,1.0013962956746,4553.61673974218,0.183391003460208,289,0.906384775,0.720418607,1.136992605
"id:ないない（片づけ）",58,-2.60282075,-3.11678418,-2.014866125,1.00218036471055,4344.53674337356,0.224913494809689,289,0.77360737,0.619102447,0.959064702
"id:なし",59,0.23856425,-0.520303427,1.114452265,1.00055912080201,4381.78719409867,0.121107266435986,289,0.608545075,0.489321961,0.754818553
"id:なんで",60,2.4217036,1.516031615,3.4954098,1.001320765462,4972.03764247429,0.0657439446366782,289,0.613843395,0.4800203785,0.7863925145
"id:ねえ",61,0.52693963,-0.1759065245,1.35581117,1.00189727451098,4501.04421697893,0.103806228373702,289,0.741254185,0.5851758115,0.9351979355
"id:はく（履く）",62,-0.0082637284,-0.55170262,0.611596899,1.00105744748021,4883.63426355086,0.107266435986159,289,1.15610575,0.8587239375,1.558865315
"id:ひとつ",63,0.911919245,0.357133384,1.52079982,1.00193584648167,5151.98780441551,0.0830449826989619,289,1.35831545,0.957032268,1.92881593
"id:ぴよぴよ（ひよこ）",64,0.704369885,0.0037540056300001,1.517448055,1.00056205001289,4855.34452414304,0.0968858131487889,289,0.78496039,0.6116749605,1.0035889
"id:ふとん",65,0.26062204,-0.309844766,0.8794726255,1.00131730392654,4637.87063677436,0.100346020761246,289,1.1532971,0.84826235,1.55190301
"id:ほら",66,2.40816015,1.73550109,3.15401605,1.00261770032496,5871.9299305633,0.055363321799308,289,1.19346935,0.8447015575,1.72398763
"id:ぼく",67,2.94197195,2.20478476,3.76712031,1.00011604504102,5573.05275833334,0.0484429065743945,289,1.0074997,0.7218199065,1.414933045
"id:まん中",68,2.1727924,1.54933357,2.89625597,1.00102414497038,4092.56998157448,0.0588235294117647,289,1.29595395,0.903674027,1.87926953
"id:みそしる",69,0.81395096,0.180657031,1.54879817,0.999980509536933,4956.91301665559,0.0899653979238754,289,0.935780225,0.706449653,1.22564601
"id:もしもし",70,-0.17313239,-0.8374908115,0.584596234499999,1.00271723682854,4538.09133612966,0.131487889273356,289,0.638749865,0.5150958335,0.7955421345
"id:やだ・いやだ",71,-1.46871,-2.073282085,-0.717429262,1.00084214122889,4531.2618403958,0.179930795847751,289,0.64641683,0.5194593415,0.792143625
"id:やめる",72,1.19154945,0.6435237915,1.749924215,1.00052830477818,4954.42417767479,0.0761245674740484,289,1.6203584,1.10222698,2.491237435
"id:やる",73,0.368492845,-0.1877289865,0.9910332395,0.999888501475626,4815.61295213433,0.0968858131487889,289,1.2004346,0.8791436415,1.62649442
"id:よいしょ",74,-1.30774185,-1.97262176,-0.529409385,1.00026087641108,3817.68115580281,0.183391003460208,289,0.562344485,0.4566805925,0.6975140205
"id:よしよし",75,-0.289589155,-0.945256872,0.473062913499999,0.999766964166186,4815.75800219421,0.131487889273356,289,0.692058745,0.551780633,0.868036847
"id:わたし",76,3.396401,2.477972145,4.45107132,1.00152377190386,4987.90869131215,0.0449826989619377,289,0.74107289,0.560682405,0.994410438
"id:ん（間をとるのに）",77,0.717781945,-0.1435498925,1.770572595,0.999919738429556,4500.02937968429,0.121107266435986,289,0.48407475,0.3870262105,0.5960774785
"id:エンエン（泣く）",78,-1.13234185,-1.74110589,-0.446689963,0.999802818566863,4381.25983835164,0.15916955017301,289,0.728119525,0.5856804645,0.907683878
"id:カレー",79,-0.65140193,-1.16004625,-0.0640534145500001,1.00131141689657,5013.84682861766,0.124567474048443,289,1.2251168,0.920661511,1.636147655
"id:カンパーイ（乾杯）",80,-1.5515309,-2.12603733,-0.91861435,0.999805390989924,4382.80355401713,0.173010380622837,289,0.783169585,0.6244403245,0.9781545405
"id:カーカー（カラス）",81,-1.40706185,-2.05848611,-0.624931215500001,1.00057193652705,3971.66980102919,0.186851211072664,289,0.569834235,0.4591764225,0.698433109
"id:キャラクターの名前（アンパンマン等）",82,-4.2143122,-4.659874185,-3.739393645,1.00009448746785,5176.99280748223,0.332179930795848,289,0.702982285,0.5724494885,0.8604133345
"id:クック（靴）",83,-2.02238365,-2.609350795,-1.330259275,1.00019350029162,4043.28843091079,0.211072664359862,289,0.604073635,0.4892703595,0.741989216
"id:シーシ（おしっこ）",84,0.47499379,-0.405221889,1.49168115,1.00051248012173,4040.37657262305,0.1280276816609,289,0.48908493,0.392102617,0.6042942245
"id:ジャー（水などこぼす時）",85,-2.46771995,-2.97159358,-1.876531255,1.00008175512604,4413.18441642775,0.217993079584775,289,0.76856515,0.6174784205,0.9575305365
"id:ジージ・ジジ（祖父）",86,-1.926418,-2.544593195,-1.179000505,1.00101169672396,4382.21483030024,0.214532871972318,289,0.545252475,0.4410738625,0.6642342485
"id:ジージ（字）",87,4.0607747,2.993989195,5.20377252,1.00098368088438,4925.53173464151,0.0380622837370242,289,0.62838431,0.484003908,0.811011449
"id:タイタイ・おとと（魚）",88,3.5883849,2.578552625,4.807723785,1.00169931863495,4400.74566577642,0.0484429065743945,289,0.54843115,0.434790412,0.695676316
"id:タンス",89,2.7153524,1.977362135,3.55791014,1.00038819703676,5083.1776431427,0.0519031141868512,289,0.980788505,0.718653275,1.35546645
"id:チュンチュン（鳥）",90,-1.20423875,-1.76995008,-0.527760814500001,1.00090963231353,3614.82740279626,0.15916955017301,289,0.775182685,0.6139997595,0.965286511
"id:チューチュー（ねずみ）",91,-0.628440115,-1.238459925,0.0403467399999989,1.00164196333333,4451.82341431147,0.134948096885813,289,0.831727865,0.6539645165,1.056171005
"id:チョキチョキ（はさみ）",92,0.3710834,-0.204372592,0.9945815845,1.00032200938491,4733.47875823656,0.0968858131487889,289,1.1902193,0.879246664,1.61263614
"id:テーブル",93,0.996374615,0.4217138845,1.67383394,1.00072520161295,4889.65444093213,0.0830449826989619,289,1.1164077,0.822781671,1.52525859
"id:ネンネ",94,-3.2195282,-3.621351405,-2.725770325,1.00187421298471,4948.94114222848,0.252595155709343,289,0.895351025,0.7186785905,1.1060953
"id:バーバ・ババ（祖母）",95,-1.9284715,-2.631612815,-1.110154065,1.00036897507878,3996.66786273306,0.231833910034602,289,0.45363214,0.370656588,0.5521507915
"id:パカパカ（馬）",96,1.6753916,0.975949465,2.4985451,1.00016291739406,5446.91720234654,0.0726643598615917,289,0.8526219,0.6522265935,1.12316685
"id:パクパク（食べる時）",97,-0.881941035,-1.46868421,-0.2117876845,0.999565498128902,4544.56050801719,0.145328719723183,289,0.800595605,0.6370442785,1.010702035
"id:パパ",98,-5.63079505,-6.17149231,-5.07398278,1.00053501861145,5664.82891507527,0.453287197231834,289,0.48853565,0.397521618,0.5894185105
"id:ブーン（飛行機）",99,-1.4252311,-1.970920525,-0.7989733885,0.99997044156016,4683.5852251465,0.166089965397924,289,0.80447127,0.638955345,1.00668083
"id:ポンポン（おなか）",100,0.84116035,-0.000824041704499968,1.79130197,1.00180834612418,3892.14794354717,0.114186851211073,289,0.50956197,0.410002307,0.6230742235
"id:ポーン（投げる）",101,-0.74909516,-1.425310025,-0.0113679264000006,1.00138463393324,4856.21523092388,0.14878892733564,289,0.676363205,0.544302924,0.840437111
"id:ママ",102,-6.04716605,-6.552787635,-5.53336345,1.00021123459208,6127.78368815,0.480968858131488,289,0.53083415,0.4291694565,0.641472326
"id:マンマ（食べ物）",103,-0.40491134,-1.61607308,1.111818175,1.00116785727661,3544.16435809196,0.252595155709343,289,0.22303698,0.178459314,0.274339425
"id:ミルク",104,1.13425005,0.3982823265,1.93074088,1.00002429194457,5068.36848381495,0.0865051903114187,289,0.78410785,0.605847169,1.01739853
"id:会社",105,2.6357331,1.817699975,3.56326712,1.00184135755863,5020.75146484621,0.055363321799308,289,0.84223607,0.6271154865,1.12514871
"id:友だちの名前",106,-1.0408032,-1.564920005,-0.410414246500001,1.00056098460525,4410.17864958354,0.145328719723183,289,0.917187685,0.7078718765,1.168970165
"id:寒い",107,-0.0306756955,-0.5702747205,0.581138304,1.00111209679899,6268.63418420511,0.107266435986159,289,1.1897452,0.8859419045,1.599018785
"id:捨てる",108,0.66923089,0.08636682535,1.32157974,1.00293699749924,4612.77003420116,0.0899653979238754,289,1.1944443,0.8747723195,1.635938085
"id:時計",109,0.71366282,0.106615126,1.369735945,1.00074406183066,5151.26587078564,0.0899653979238754,289,1.10465405,0.821394138,1.492235
"id:本",110,-0.0764129915,-0.665620737,0.55962397,1.00019203533159,5189.65458557438,0.110726643598616,289,1.0477297,0.807409454,1.39237494
"id:机",111,0.759557925,0.1385364645,1.471545885,1.00071351908458,4296.09284620759,0.0899653979238754,289,1.01259475,0.757660259,1.33548574
"id:汽車",112,0.086266277,-0.596024189,0.900954584499999,0.999869139608438,4663.63621847218,0.117647058823529,289,0.707377995,0.5578416735,0.888584512
"id:牛乳",113,-1.7852542,-2.209328975,-1.2947655,0.99976781978873,4566.66260665433,0.166089965397924,289,1.1924157,0.9294807815,1.546922405
"id:玄関",114,2.168427,1.531309255,2.890112785,1.00100844571951,5683.78267303588,0.0588235294117647,289,1.33420185,0.907592857,1.96411504
"id:絵本",115,-0.764030555,-1.26068826,-0.2007406955,0.999772440221502,5401.27421358511,0.1280276816609,289,1.236275,0.929210936,1.6537118
"ul:again",116,-1.86753235,-2.359369315,-1.265553135,1.00033394156325,4484.91300445829,0.183391003460208,289,0.833820635,0.664315222,1.054138305
"ul:airplane",117,-1.16909335,-1.66170873,-0.611298088,1.00068135899249,5661.58086648918,0.145328719723183,289,1.0557906,0.8188085835,1.38075698
"ul:already",118,1.29816855,0.6990759845,1.948785595,1.00127964267634,4888.70259827239,0.0761245674740484,289,1.19776165,0.8649780075,1.66828515
"ul:also",119,1.4490604,0.837644321,2.163899115,1.00189078694948,5168.66363410274,0.0726643598615917,289,1.1900387,0.858389356,1.67155027
"ul:animal",120,1.6105227,0.908898556,2.374005415,1.00062819214309,5650.77774592513,0.0726643598615917,289,0.916413915,0.6927443635,1.220150745
"ul:another",121,0.53026468,-0.14109864,1.349180605,1.00126616918717,3820.75716683862,0.100346020761246,289,0.817019165,0.633626229,1.0474492
"ul:ant",122,-0.96141915,-1.44872309,-0.410706939,1.00140383473847,5265.70929091161,0.134948096885813,289,1.21112745,0.912317353,1.59404208
"ul:apple",123,-2.1032346,-2.56686985,-1.573618725,1.00011207631555,4976.75282737584,0.186851211072664,289,0.991179825,0.7794383465,1.24870431
"ul:apron",124,1.42711975,0.69672356,2.329632055,1.00182811615536,4241.29107990479,0.0795847750865052,289,0.79649407,0.6096866545,1.035052155
"ul:aunt",125,3.5330095,2.571859595,4.63327472,1.00156735812899,4216.09890478689,0.0449826989619377,289,0.65213145,0.501632346,0.8495833
"ul:baa baa",126,-0.91937087,-1.553792595,-0.161271105,1.00047064609736,3944.90703173219,0.155709342560554,289,0.669492865,0.5347583745,0.8314133275
"ul:baby",127,-0.67963228,-1.23546704,-0.0459422041500003,1.00021360368715,5060.46550585428,0.131487889273356,289,0.958745855,0.7407077855,1.23173056
"ul:bad",128,3.35731655,2.62287118,4.0920069,1.00090505612339,4371.04507284736,0.041522491349481,289,1.3656425,0.91210636,2.11456733
"ul:bag",129,-0.64250078,-1.10019823,-0.1332747065,1.00018804181909,5737.43426555396,0.121107266435986,289,1.5029905,1.1018014,2.065981285
"ul:ball",130,-2.07009275,-2.490185115,-1.62353565,1.00106989313976,4862.62785659485,0.176470588235294,289,1.29509045,0.9914258155,1.710787765
"ul:balloon",131,-0.121196845,-0.600603442,0.4156850725,1.00099492933808,4906.01209155842,0.107266435986159,289,1.42703475,1.03404823,1.99637538
"ul:banana",132,-3.60695805,-4.06918605,-3.068110405,1.00000640099999,5259.39189570395,0.290657439446367,289,0.70006853,0.5638962345,0.8616062335
"ul:battery",133,1.59440295,0.8848667075,2.386259375,1.00163969022922,4413.54925645702,0.0726643598615917,289,0.940614665,0.709290434,1.24888117
"ul:be",134,-0.624075755,-1.266166075,0.1096508755,1.00073145206531,4648.31129613727,0.13840830449827,289,0.754577285,0.599424405,0.9439832955
"ul:beans",135,-0.137802165,-0.7238081465,0.544691267499999,0.999854339757804,5016.26949368915,0.114186851211073,289,0.97590674,0.7495990245,1.270239205
"ul:bear",136,-1.6818298,-2.128917285,-1.155282845,1.00210239362222,4806.25038219159,0.162629757785467,289,1.14818005,0.8858482605,1.48914555
"ul:bed",137,1.4482729,0.8348274755,2.118641065,1.00171224271339,5328.35074955023,0.0726643598615917,289,1.24691815,0.883511922,1.780868675
"ul:bee",138,0.50651647,-0.116677079,1.223562615,1.00163972349158,4742.44947747613,0.0968858131487889,289,0.96632551,0.736444515,1.27045701
"ul:before",139,1.65777495,1.02384327,2.39562345,1.00250725961122,3936.78460477302,0.069204152249135,289,1.1289164,0.8127222655,1.56468513
"ul:behind",140,1.3832275,0.836136627,2.01912477,0.999529985016311,4423.91522950918,0.0726643598615917,289,1.441305,1.000160445,2.154533145
"ul:belly button",141,-0.300515755,-0.8067396595,0.2726347675,1.00115907953937,4692.14886613025,0.114186851211073,289,1.23043835,0.9106719995,1.64498708
"ul:belt",142,3.6882756,2.84347214,4.64872748,1.00211314122506,4904.43567636443,0.0380622837370242,289,1.0079278,0.7076990645,1.44121383
"ul:bicycle",143,-0.855009785,-1.405996785,-0.241154213,1.0035941262401,4958.01764218792,0.13840830449827,289,0.917296315,0.721372414,1.172551545
"ul:bird",144,-0.98068534,-1.484530675,-0.4166016275,1.00146434414139,4634.28260607077,0.13840830449827,289,1.0661866,0.8292266855,1.37960452
"ul:blanket",145,2.6867205,1.836054555,3.641310545,1.00063061607693,4585.77353939805,0.055363321799308,289,0.78674351,0.5978752295,1.05951695
"ul:blocks",146,0.196238465,-0.3546355295,0.798244946499999,1.00284676764589,5780.9848548533,0.100346020761246,289,1.29152895,0.9398895615,1.78612333
"ul:boots",147,1.30227685,0.6833062235,2.00977987,1.00226590664046,4904.01547337711,0.0761245674740484,289,1.13425725,0.8286768585,1.5680948
"ul:bowl",148,2.97540385,2.193307655,3.888614355,0.999990632039959,4968.74751742241,0.0484429065743945,289,0.94050288,0.6858528095,1.30277541
"ul:box",149,1.08944955,0.5151410965,1.755957635,1.00074643452066,5298.76477921656,0.0795847750865052,289,1.26579315,0.8943003185,1.804042855
"ul:bread",150,-3.85041965,-4.273832525,-3.391409755,1.0001524086701,5801.76661868674,0.29757785467128,289,0.83769028,0.6740198395,1.02656604
"ul:breast",151,-1.08505525,-1.731211805,-0.319564919,1.0002378014478,4060.56744051411,0.166089965397924,289,0.635350505,0.509239847,0.777512047
"ul:bring",152,1.46946955,0.852892589,2.19851273,0.999949716556383,5265.41135763448,0.0726643598615917,289,1.14187415,0.820360603,1.62343989
"ul:broom",153,2.16368625,1.43857245,3.01354065,1.0005391181907,4726.52332294848,0.0622837370242214,289,0.907135025,0.678712989,1.215855455
"ul:brother",154,1.01071275,0.3503166565,1.78426923,1.00161010119857,5169.07391027064,0.0865051903114187,289,0.88102465,0.6781025985,1.15791188
"ul:bucket",155,1.9640618,1.34825247,2.71615013,1.00083210755866,5542.72556597216,0.0622837370242214,289,1.2782044,0.897947667,1.8535569
"ul:bug",156,-0.17463759,-0.689298279,0.408842513499999,0.999976531006796,5363.58734729855,0.110726643598616,289,1.2022969,0.9089465615,1.614624725
"ul:bus",157,-2.7461315,-3.102171375,-2.31836505,1.00070401660793,5424.00409598796,0.211072664359862,289,1.2685235,0.9873590495,1.64414541
"ul:butterfly",158,-2.4198576,-2.783919485,-2.000495445,0.999407551393608,5240.75449686519,0.190311418685121,289,1.4335937,1.0942606,1.90467448
"ul:buttocks",159,-0.56691573,-1.036788955,-0.00163878286500002,0.999721121849242,4652.070752683,0.121107266435986,289,1.2973382,0.9652866175,1.735823875
"ul:button",160,0.60856575,0.0618121293,1.245294825,1.00085546700409,4746.46090499891,0.0899653979238754,289,1.3340065,0.952512789,1.876612145
"ul:bye",161,-4.9849223,-5.48217409,-4.46144529,1.00060030080103,6098.87352806332,0.397923875432526,289,0.58738183,0.479119892,0.7160402505
"ul:cake",162,-0.333025865,-0.896559307,0.30123961,1.00047786837696,4373.35125223786,0.117647058823529,289,1.08187445,0.8146003095,1.426249755
"ul:camera",163,1.4814523,0.856968211,2.17799898,1.0007776946795,4957.11501663215,0.0726643598615917,289,1.14754865,0.8347240275,1.59575637
"ul:candy",164,1.59305815,0.926489638,2.36601914,1.00050554518781,4599.84358059458,0.0726643598615917,289,0.941072085,0.7047168105,1.25298713
"ul:carrot",165,-1.98077005,-2.36605635,-1.53114957,1.00103890646808,4760.58131732063,0.169550173010381,289,1.43742585,1.077425805,1.929227945
"ul:cat",166,-2.30831825,-2.80551506,-1.702561145,1.00036292705551,4175.00697308564,0.211072664359862,289,0.752840395,0.605696563,0.9230557305
"ul:chair",167,-0.950716855,-1.39624,-0.444067605,1.00221422321804,4573.98949970026,0.131487889273356,289,1.4238013,1.04303283,1.92318175
"ul:cheek",168,0.0493490995,-0.4824482585,0.6254823175,1.0001870728657,5230.47247639884,0.103806228373702,289,1.3153822,0.967433384,1.79189525
"ul:cheese",169,-1.23956545,-1.75757956,-0.634419308,1.00009953726459,4953.26903728842,0.155709342560554,289,0.848852385,0.676011696,1.063847895
"ul:chick",170,0.15619935,-0.4200896125,0.8188871145,1.00142305187554,4458.26505003851,0.103806228373702,289,1.10408535,0.8267229925,1.47357571
"ul:chicken",171,1.22508235,0.5400979295,2.022929175,1.00006113865152,4870.1780813038,0.0830449826989619,289,0.832797545,0.6419682095,1.086880965
"ul:child",172,3.13850415,2.362028655,3.99132056,1.00090409826867,5717.25811618124,0.0449826989619377,289,1.11769455,0.787294233,1.597942255
"ul:child's own name",173,-1.112116,-1.661517905,-0.4697218485,1.00087127481779,4173.48787754837,0.14878892733564,289,0.900954765,0.706900437,1.14781568
"ul:choo choo",174,-1.4948533,-2.05074721,-0.828218383500001,1.00105668816883,4302.19037967319,0.173010380622837,289,0.745419435,0.5947726765,0.9330221545
"ul:chopstick",175,0.844090775,0.1772100975,1.600340395,0.999679243125445,4349.30308918735,0.0899653979238754,289,0.900799345,0.6946074405,1.166678715
"ul:clean (action)",176,-0.12605653,-0.600611996,0.409204168499999,1.00038744374533,4852.70491330041,0.107266435986159,289,1.44823845,1.05093872,1.994031295
"ul:clean (description)",177,-0.3066234,-0.8927282545,0.368726047999999,1.00185184825152,4064.05817498091,0.121107266435986,289,0.910050045,0.7085485645,1.169399865
"ul:clever",178,2.7179948,1.96294878,3.55126361,1.00040191122601,5199.08039153113,0.0519031141868512,289,1.0249354,0.7249975705,1.43074934
"ul:close",179,0.42012185,-0.160462234,1.087327275,1.00125247199402,5182.84729083793,0.0968858131487889,289,1.08972825,0.817079309,1.44707149
"ul:clothes",180,1.9739369,1.24572911,2.746582545,1.00055529298655,4999.17505885856,0.0657439446366782,289,0.942592855,0.6989853605,1.27866268
"ul:coat",181,6.2699336,4.96773983,7.77141328,1.00126104215405,5107.71783461233,0.013840830449827,289,0.56733715,0.4283822935,0.74607712
"ul:cockadoodledoo",182,-0.36847878,-1.02362725,0.3698469895,1.00141384980743,4832.99952314887,0.131487889273356,289,0.73147166,0.581013578,0.9230939645
